출발 국가,항공사,출발 공항,도착 공항,도착 국가,도착국가이름,년도,월,운항회수,출발 국가,도착 국가,정원(전체)
KAZ,Air Astana,TSE,LED,RUS,러시아,2016,6,12,12,12,1164
KAZ,Air Astana,TSE,LED,RUS,러시아,2016,7,23,23,23,2690
KAZ,Air Astana,TSE,LED,RUS,러시아,2016,8,17,17,17,1649
KAZ,Air Astana,TSE,LED,RUS,러시아,2016,9,21,21,21,2139
KAZ,Air Astana,TSE,LED,RUS,러시아,2016,10,22,22,22,2134
KAZ,Air Astana,TSE,LED,RUS,러시아,2016,11,15,15,15,1455
KAZ,Air Astana,TSE,LED,RUS,러시아,2016,12,15,15,15,1710
KAZ,Air Astana,TSE,LED,RUS,러시아,2017,1,22,22,22,2742
KAZ,Air Astana,TSE,LED,RUS,러시아,2017,2,20,20,20,2009
KAZ,Air Astana,TSE,LED,RUS,러시아,2017,3,22,22,22,2236
KAZ,Air Astana,TSE,LED,RUS,러시아,2017,4,21,21,21,2088
KAZ,Air Astana,TSE,LED,RUS,러시아,2017,5,23,23,23,2231
KAZ,Air Astana,TSE,LED,RUS,러시아,2017,6,30,30,30,3981
KAZ,Air Astana,TSE,LED,RUS,러시아,2017,7,31,31,31,4078
KAZ,Air Astana,TSE,LED,RUS,러시아,2017,8,31,31,31,4180
KAZ,Air Astana,TSE,LED,RUS,러시아,2017,9,30,30,30,3267
KAZ,Air Astana,TSE,LED,RUS,러시아,2017,10,31,31,31,3211
KAZ,Air Astana,TSE,LED,RUS,러시아,2017,11,29,29,29,2813
KAZ,Air Astana,TSE,LED,RUS,러시아,2017,12,31,31,31,3160
KAZ,Air Astana,TSE,LED,RUS,러시아,2018,1,31,31,31,3007
KAZ,Air Astana,TSE,LED,RUS,러시아,2018,2,28,28,28,2716
KAZ,Air Astana,TSE,LED,RUS,러시아,2018,3,31,31,31,3262
KAZ,Air Astana,TSE,LED,RUS,러시아,2018,4,27,27,27,3537
KAZ,Air Astana,TSE,LED,RUS,러시아,2018,5,26,26,26,3706
KAZ,Air Astana,TSE,LHR,GBR,영국,2016,6,17,17,17,2879
KAZ,Air Astana,TSE,LHR,GBR,영국,2016,7,17,17,17,2822
KAZ,Air Astana,TSE,LHR,GBR,영국,2016,8,18,18,18,2988
KAZ,Air Astana,TSE,LHR,GBR,영국,2016,9,17,17,17,2822
KAZ,Air Astana,TSE,LHR,GBR,영국,2016,10,18,18,18,2988
KAZ,Air Astana,TSE,LHR,GBR,영국,2016,11,17,17,17,2879
KAZ,Air Astana,TSE,LHR,GBR,영국,2016,12,16,16,16,2713
KAZ,Air Astana,TSE,LHR,GBR,영국,2017,1,18,18,18,2988
KAZ,Air Astana,TSE,LHR,GBR,영국,2017,2,16,16,16,2656
KAZ,Air Astana,TSE,LHR,GBR,영국,2017,3,17,17,17,2822
KAZ,Air Astana,TSE,LHR,GBR,영국,2017,4,17,17,17,2822
KAZ,Air Astana,TSE,LHR,GBR,영국,2017,5,18,18,18,2988
KAZ,Air Astana,TSE,LHR,GBR,영국,2017,6,21,21,21,3486
KAZ,Air Astana,TSE,LHR,GBR,영국,2017,7,23,23,23,3818
KAZ,Air Astana,TSE,LHR,GBR,영국,2017,8,20,20,20,3320
KAZ,Air Astana,TSE,LHR,GBR,영국,2017,9,21,21,21,3486
KAZ,Air Astana,TSE,LHR,GBR,영국,2017,10,23,23,23,3932
KAZ,Air Astana,TSE,LHR,GBR,영국,2017,11,21,21,21,3543
KAZ,Air Astana,TSE,LHR,GBR,영국,2017,12,21,21,21,3486
KAZ,Air Astana,TSE,LHR,GBR,영국,2018,1,19,19,19,3154
KAZ,Air Astana,TSE,LHR,GBR,영국,2018,2,19,19,19,3154
KAZ,Air Astana,TSE,LHR,GBR,영국,2018,3,21,21,21,3543
KAZ,Air Astana,TSE,LHR,GBR,영국,2018,4,20,20,20,3377
KAZ,Air Astana,TSE,LHR,GBR,영국,2018,5,18,18,18,3045
KAZ,Air Astana,TSE,OMS,RUS,러시아,2016,6,2,2,2,194
KAZ,Air Astana,TSE,OMS,RUS,러시아,2016,8,1,1,1,97
KAZ,Air Astana,TSE,OMS,RUS,러시아,2016,10,1,1,1,97
KAZ,Air Astana,TSE,OMS,RUS,러시아,2016,11,1,1,1,97
KAZ,Air Astana,TSE,OMS,RUS,러시아,2016,12,3,3,3,342
KAZ,Air Astana,TSE,OMS,RUS,러시아,2017,5,1,1,1,148
KAZ,Air Astana,TSE,OMS,RUS,러시아,2017,6,2,2,2,296
KAZ,Air Astana,TSE,OMS,RUS,러시아,2017,7,4,4,4,439
KAZ,Air Astana,TSE,OMS,RUS,러시아,2017,8,6,6,6,684
KAZ,Air Astana,TSE,OMS,RUS,러시아,2017,9,9,9,9,924
KAZ,Air Astana,TSE,OMS,RUS,러시아,2017,10,8,8,8,776
KAZ,Air Astana,TSE,OMS,RUS,러시아,2017,11,3,3,3,342
KAZ,Air Astana,TSE,OMS,RUS,러시아,2017,12,10,10,10,1021
KAZ,Air Astana,TSE,OMS,RUS,러시아,2018,1,8,8,8,878
KAZ,Air Astana,TSE,OMS,RUS,러시아,2018,2,7,7,7,730
KAZ,Air Astana,TSE,OMS,RUS,러시아,2018,3,9,9,9,924
KAZ,Air Astana,TSE,OMS,RUS,러시아,2018,4,2,2,2,296
KAZ,Air Astana,TSE,OMS,RUS,러시아,2018,5,2,2,2,296
KAZ,Air Astana,TSE,OVB,RUS,러시아,2016,6,17,17,17,1649
KAZ,Air Astana,TSE,OVB,RUS,러시아,2016,7,18,18,18,1746
KAZ,Air Astana,TSE,OVB,RUS,러시아,2016,8,9,9,9,975
KAZ,Air Astana,TSE,OVB,RUS,러시아,2016,10,8,8,8,776
KAZ,Air Astana,TSE,OVB,RUS,러시아,2016,11,7,7,7,730
KAZ,Air Astana,TSE,OVB,RUS,러시아,2016,12,5,5,5,587
KAZ,Air Astana,TSE,OVB,RUS,러시아,2017,2,15,15,15,1506
KAZ,Air Astana,TSE,OVB,RUS,러시아,2017,3,18,18,18,1746
KAZ,Air Astana,TSE,OVB,RUS,러시아,2017,4,16,16,16,1552
KAZ,Air Astana,TSE,OVB,RUS,러시아,2017,5,18,18,18,1746
KAZ,Air Astana,TSE,OVB,RUS,러시아,2017,6,29,29,29,2966
KAZ,Air Astana,TSE,OVB,RUS,러시아,2017,7,30,30,30,2961
KAZ,Air Astana,TSE,OVB,RUS,러시아,2017,8,30,30,30,2910
KAZ,Air Astana,TSE,OVB,RUS,러시아,2017,9,28,28,28,2767
KAZ,Air Astana,TSE,OVB,RUS,러시아,2017,10,19,19,19,1912
KAZ,Air Astana,TSE,OVB,RUS,러시아,2017,11,24,24,24,2379
KAZ,Air Astana,TSE,OVB,RUS,러시아,2017,12,28,28,28,2869
KAZ,Air Astana,TSE,OVB,RUS,러시아,2018,1,25,25,25,2731
KAZ,Air Astana,TSE,OVB,RUS,러시아,2018,2,24,24,24,2430
KAZ,Air Astana,TSE,OVB,RUS,러시아,2018,3,27,27,27,2619
KAZ,Air Astana,TSE,OVB,RUS,러시아,2018,4,30,30,30,2910
KAZ,Air Astana,TSE,OVB,RUS,러시아,2018,5,31,31,31,3007
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2016,6,12,12,12,1776
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2016,7,13,13,13,1924
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2016,8,14,14,14,2072
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2016,9,12,12,12,1776
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2016,10,14,14,14,2072
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2016,11,13,13,13,1902
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2016,12,13,13,13,1924
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2017,1,12,12,12,1776
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2017,2,12,12,12,1794
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2017,3,13,13,13,1924
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2017,4,13,13,13,1971
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2017,5,13,13,13,1924
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2017,6,17,17,17,2516
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2017,7,18,18,18,2664
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2017,8,18,18,18,2664
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2017,9,17,17,17,2516
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2017,10,17,17,17,2516
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2017,11,13,13,13,1924
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2017,12,13,13,13,1924
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2018,1,14,14,14,2072
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2018,2,12,12,12,1776
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2018,3,14,14,14,2072
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2018,4,17,17,17,2516
KAZ,Air Astana,TSE,PEK,CHN,중화인민공화국,2018,5,18,18,18,2820
KAZ,Air Astana,TSE,SVO,RUS,러시아,2016,6,37,37,37,5507
KAZ,Air Astana,TSE,SVO,RUS,러시아,2016,7,40,40,40,5847
KAZ,Air Astana,TSE,SVO,RUS,러시아,2016,8,40,40,40,5849
KAZ,Air Astana,TSE,SVO,RUS,러시아,2016,9,39,39,39,5772
KAZ,Air Astana,TSE,SVO,RUS,러시아,2016,10,40,40,40,5920
KAZ,Air Astana,TSE,SVO,RUS,러시아,2016,11,38,38,38,5611
KAZ,Air Astana,TSE,SVO,RUS,러시아,2016,12,39,39,39,5721
KAZ,Air Astana,TSE,SVO,RUS,러시아,2017,1,40,40,40,5814
KAZ,Air Astana,TSE,SVO,RUS,러시아,2017,2,36,36,36,5277
KAZ,Air Astana,TSE,SVO,RUS,러시아,2017,3,40,40,40,5920
KAZ,Air Astana,TSE,SVO,RUS,러시아,2017,4,38,38,38,5620
KAZ,Air Astana,TSE,SVO,RUS,러시아,2017,5,40,40,40,5920
KAZ,Air Astana,TSE,SVO,RUS,러시아,2017,6,39,39,39,5772
KAZ,Air Astana,TSE,SVO,RUS,러시아,2017,7,40,40,40,5938
KAZ,Air Astana,TSE,SVO,RUS,러시아,2017,8,40,40,40,5920
KAZ,Air Astana,TSE,SVO,RUS,러시아,2017,9,38,38,38,5714
KAZ,Air Astana,TSE,SVO,RUS,러시아,2017,10,39,39,39,5764
KAZ,Air Astana,TSE,SVO,RUS,러시아,2017,11,39,39,39,5815
KAZ,Air Astana,TSE,SVO,RUS,러시아,2017,12,38,38,38,5671
KAZ,Air Astana,TSE,SVO,RUS,러시아,2018,1,38,38,38,5522
KAZ,Air Astana,TSE,SVO,RUS,러시아,2018,2,36,36,36,5226
KAZ,Air Astana,TSE,SVO,RUS,러시아,2018,3,40,40,40,5920
KAZ,Air Astana,TSE,SVO,RUS,러시아,2018,4,39,39,39,5799
KAZ,Air Astana,TSE,SVO,RUS,러시아,2018,5,40,40,40,6359
KAZ,Air Astana,TSE,SVX,RUS,러시아,2016,11,2,2,2,296
KAZ,Air Astana,TSE,SVX,RUS,러시아,2016,12,1,1,1,148
KAZ,Air Astana,TSE,SVX,RUS,러시아,2017,4,2,2,2,296
KAZ,Air Astana,TSE,SVX,RUS,러시아,2017,6,1,1,1,148
KAZ,Air Astana,TSE,SVX,RUS,러시아,2017,10,1,1,1,148
KAZ,Air Astana,TSE,SVX,RUS,러시아,2017,11,1,1,1,148
KAZ,Air Astana,TSE,SVX,RUS,러시아,2017,12,7,7,7,1036
KAZ,Air Astana,TSE,SVX,RUS,러시아,2018,1,6,6,6,837
KAZ,Air Astana,TSE,SVX,RUS,러시아,2018,2,2,2,2,296
KAZ,Air Astana,TSE,SVX,RUS,러시아,2018,3,4,4,4,623
KAZ,Air Astana,TSE,SVX,RUS,러시아,2018,4,1,1,1,97
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2016,10,1,1,1,148
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2016,11,2,2,2,296
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2016,12,5,5,5,587
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2017,1,4,4,4,388
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2017,2,4,4,4,559
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2017,4,1,1,1,97
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2017,5,1,1,1,97
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2017,7,1,1,1,166
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2017,9,7,7,7,1036
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2017,10,1,1,1,97
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2017,11,1,1,1,148
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2017,12,5,5,5,740
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2018,1,11,11,11,1646
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2018,2,3,3,3,411
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2018,3,2,2,2,314
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2018,4,3,3,3,291
KAZ,Air Astana,TSE,TAS,UZB,우즈베키스탄,2018,5,17,17,17,1649
KAZ,Air Astana,TSE,TBS,GEO,조지아,2016,6,5,5,5,485
KAZ,Air Astana,TSE,TBS,GEO,조지아,2016,7,6,6,6,735
KAZ,Air Astana,TSE,TBS,GEO,조지아,2016,8,9,9,9,1332
KAZ,Air Astana,TSE,TBS,GEO,조지아,2016,9,8,8,8,1184
KAZ,Air Astana,TSE,TBS,GEO,조지아,2016,10,7,7,7,965
KAZ,Air Astana,TSE,TBS,GEO,조지아,2016,11,4,4,4,388
KAZ,Air Astana,TSE,TBS,GEO,조지아,2016,12,4,4,4,439
KAZ,Air Astana,TSE,TBS,GEO,조지아,2017,1,3,3,3,291
KAZ,Air Astana,TSE,TBS,GEO,조지아,2017,2,6,6,6,582
KAZ,Air Astana,TSE,TBS,GEO,조지아,2017,3,8,8,8,878
KAZ,Air Astana,TSE,TBS,GEO,조지아,2017,4,9,9,9,873
KAZ,Air Astana,TSE,TBS,GEO,조지아,2017,5,9,9,9,873
KAZ,Air Astana,TSE,TBS,GEO,조지아,2017,6,17,17,17,1751
KAZ,Air Astana,TSE,TBS,GEO,조지아,2017,7,17,17,17,1649
KAZ,Air Astana,TSE,TBS,GEO,조지아,2017,8,18,18,18,1746
KAZ,Air Astana,TSE,TBS,GEO,조지아,2017,9,17,17,17,1649
KAZ,Air Astana,TSE,TBS,GEO,조지아,2017,10,10,10,10,970
KAZ,Air Astana,TSE,TBS,GEO,조지아,2017,11,12,12,12,1164
KAZ,Air Astana,TSE,TBS,GEO,조지아,2017,12,14,14,14,1358
KAZ,Air Astana,TSE,TBS,GEO,조지아,2018,1,13,13,13,1312
KAZ,Air Astana,TSE,TBS,GEO,조지아,2018,2,9,9,9,873
KAZ,Air Astana,TSE,TBS,GEO,조지아,2018,3,7,7,7,781
KAZ,Air Astana,TSE,TBS,GEO,조지아,2018,4,7,7,7,679
KAZ,Air Astana,TSE,TBS,GEO,조지아,2018,5,12,12,12,1164
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2016,6,22,22,22,3508
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2016,7,20,20,20,3254
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2016,8,22,22,22,3829
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2016,9,20,20,20,3014
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2016,10,21,21,21,3324
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2016,11,18,18,18,2970
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2016,12,17,17,17,2861
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2017,1,18,18,18,2988
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2017,2,17,17,17,2822
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2017,3,21,21,21,3486
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2017,4,24,24,24,3966
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2017,5,25,25,25,4096
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2017,6,25,25,25,4096
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2017,7,22,22,22,4585
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2017,8,26,26,26,5063
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2017,9,26,26,26,4325
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2017,10,24,24,24,3894
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2017,11,21,21,21,3414
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2017,12,12,12,12,1728
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2018,1,2,2,2,345
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2018,2,16,16,16,2662
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2018,3,14,14,14,2288
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2018,4,5,5,5,776
KAZ,Air Astana,TSE,URC,CHN,중화인민공화국,2018,5,8,8,8,1151
KAZ,Air Astana,URA,FRA,GER,독일,2017,6,3,3,3,444
KAZ,Air Astana,URA,FRA,GER,독일,2017,7,4,4,4,592
KAZ,Air Astana,URA,FRA,GER,독일,2017,8,5,5,5,740
KAZ,Air Astana,URA,FRA,GER,독일,2017,9,4,4,4,592
KAZ,Air Astana,URA,FRA,GER,독일,2017,10,4,4,4,592
KAZ,Air Astana,URA,FRA,GER,독일,2017,11,5,5,5,740
KAZ,Air Astana,URA,FRA,GER,독일,2017,12,4,4,4,592
KAZ,Air Astana,URA,FRA,GER,독일,2018,1,5,5,5,740
KAZ,Air Astana,URA,FRA,GER,독일,2018,2,4,4,4,592
KAZ,Air Astana,URA,FRA,GER,독일,2018,3,4,4,4,592
KAZ,Air Astana,URA,FRA,GER,독일,2018,4,4,4,4,592
KAZ,Air Astana,URA,FRA,GER,독일,2018,5,5,5,5,740
KAZ,Air Baltic,ALA,RIX,LAT,라트비아,2018,4,1,1,1,145
KAZ,Air Baltic,ALA,RIX,LAT,라트비아,2018,5,13,13,13,1885
KAZ,Air China,TSE,PEK,CHN,중화인민공화국,2017,6,13,13,13,2054
KAZ,Air China,TSE,PEK,CHN,중화인민공화국,2017,7,13,13,13,2054
KAZ,Air China,TSE,PEK,CHN,중화인민공화국,2017,8,14,14,14,2212
KAZ,Air China,TSE,PEK,CHN,중화인민공화국,2017,9,12,12,12,1896
KAZ,Air China,TSE,PEK,CHN,중화인민공화국,2017,10,14,14,14,2212
KAZ,Air China,TSE,PEK,CHN,중화인민공화국,2017,11,10,10,10,1580
KAZ,Air China,TSE,PEK,CHN,중화인민공화국,2017,12,9,9,9,1422
KAZ,Air China,TSE,PEK,CHN,중화인민공화국,2018,1,7,7,7,1106
KAZ,Air China,TSE,PEK,CHN,중화인민공화국,2018,2,8,8,8,1264
KAZ,Air China,TSE,PEK,CHN,중화인민공화국,2018,3,10,10,10,1580
KAZ,Air China,TSE,PEK,CHN,중화인민공화국,2018,4,13,13,13,2054
KAZ,Air China,TSE,PEK,CHN,중화인민공화국,2018,5,14,14,14,2212
KAZ,Airzena Georgian Airways,TSE,BUS,GEO,조지아,2017,6,2,2,2,264
KAZ,Airzena Georgian Airways,TSE,BUS,GEO,조지아,2017,7,5,5,5,660
KAZ,Airzena Georgian Airways,TSE,BUS,GEO,조지아,2017,8,4,4,4,528
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2016,6,8,8,8,2305
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2016,7,9,9,9,2610
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2016,8,6,6,6,1740
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2016,9,9,9,9,2610
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2016,10,8,8,8,2290
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2016,11,9,9,9,2550
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2016,12,9,9,9,2570
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2017,1,9,9,9,2610
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2017,2,8,8,8,2280
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2017,3,9,9,9,2580
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2017,4,8,8,8,2305
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2017,5,10,10,10,2885
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2017,6,13,13,13,3755
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2017,7,13,13,13,3770
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2017,8,13,13,13,3770
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2017,9,13,13,13,3770
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2017,10,13,13,13,3770
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2017,11,8,8,8,2275
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2017,12,9,9,9,2580
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2018,1,9,9,9,2535
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2018,2,8,8,8,2275
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2018,3,10,10,10,2870
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2018,4,13,13,13,3755
KAZ,Asiana Airlines,ALA,ICN,KOR,대한민국,2018,5,15,15,15,4290
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2016,6,4,4,4,1160
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2016,7,5,5,5,1450
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2016,8,4,4,4,1160
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2016,9,4,4,4,1160
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2016,10,5,5,5,1450
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2016,11,4,4,4,1120
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2016,12,5,5,5,1410
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2017,1,4,4,4,1160
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2017,2,4,4,4,1160
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2017,3,4,4,4,1000
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2017,4,5,5,5,1250
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2017,5,4,4,4,1000
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2017,6,4,4,4,1040
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2017,7,5,5,5,1250
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2017,8,4,4,4,1000
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2017,9,5,5,5,1250
KAZ,Asiana Airlines,TSE,ICN,KOR,대한민국,2017,10,2,2,2,500
KAZ,AtlasGlobal,ALA,AYT,TUR,터키,2016,6,13,13,13,2744
KAZ,AtlasGlobal,ALA,AYT,TUR,터키,2016,7,15,15,15,3240
KAZ,AtlasGlobal,ALA,AYT,TUR,터키,2016,8,18,18,18,3888
KAZ,AtlasGlobal,ALA,AYT,TUR,터키,2016,9,11,11,11,2376
KAZ,AtlasGlobal,ALA,AYT,TUR,터키,2016,10,1,1,1,216
KAZ,AtlasGlobal,ALA,AYT,TUR,터키,2017,4,1,1,1,216
KAZ,AtlasGlobal,ALA,AYT,TUR,터키,2017,5,6,6,6,1258
KAZ,AtlasGlobal,ALA,AYT,TUR,터키,2017,6,13,13,13,2808
KAZ,AtlasGlobal,ALA,AYT,TUR,터키,2017,7,13,13,13,2808
KAZ,AtlasGlobal,ALA,AYT,TUR,터키,2017,8,13,13,13,2808
KAZ,AtlasGlobal,ALA,AYT,TUR,터키,2017,9,11,11,11,2376
KAZ,AtlasGlobal,ALA,AYT,TUR,터키,2017,10,1,1,1,216
KAZ,AtlasGlobal,ALA,AYT,TUR,터키,2018,4,1,1,1,204
KAZ,AtlasGlobal,ALA,AYT,TUR,터키,2018,5,8,8,8,2034
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2016,6,8,8,8,1312
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2016,7,9,9,9,1512
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2016,8,9,9,9,1476
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2016,9,10,10,10,1610
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2016,10,14,14,14,1966
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2016,11,13,13,13,1802
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2016,12,10,10,10,1576
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2017,1,7,7,7,1088
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2017,2,8,8,8,1262
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2017,3,9,9,9,1416
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2017,4,9,9,9,1326
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2017,5,8,8,8,1312
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2017,6,8,8,8,1282
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2017,7,14,14,14,2336
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2017,8,13,13,13,2172
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2017,9,13,13,13,2132
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2017,10,13,13,13,2245
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2017,11,13,13,13,2217
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2017,12,12,12,12,1978
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2018,1,13,13,13,1922
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2018,2,11,11,11,1918
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2018,3,13,13,13,2102
KAZ,AtlasGlobal,CIT,IST,TUR,터키,2018,4,10,10,10,1640
KAZ,AtlasGlobal,KGF,AYT,TUR,터키,2016,6,9,9,9,1880
KAZ,AtlasGlobal,KGF,AYT,TUR,터키,2016,7,9,9,9,1944
KAZ,AtlasGlobal,KGF,AYT,TUR,터키,2016,8,9,9,9,1938
KAZ,AtlasGlobal,KGF,AYT,TUR,터키,2016,9,5,5,5,1052
KAZ,AtlasGlobal,KGF,AYT,TUR,터키,2017,4,1,1,1,210
KAZ,AtlasGlobal,KGF,AYT,TUR,터키,2017,5,5,5,5,1080
KAZ,AtlasGlobal,KGF,AYT,TUR,터키,2017,6,8,8,8,1728
KAZ,AtlasGlobal,KGF,AYT,TUR,터키,2017,7,9,9,9,1944
KAZ,AtlasGlobal,KGF,AYT,TUR,터키,2017,8,9,9,9,1932
KAZ,AtlasGlobal,KGF,AYT,TUR,터키,2017,9,8,8,8,1728
KAZ,AtlasGlobal,KGF,AYT,TUR,터키,2018,4,1,1,1,204
