출발 국가,항공사,출발 공항,도착 공항,도착 국가,도착국가이름,년도,월,운항회수,출발 국가,도착 국가,정원(전체)
KGZ,Avia Traffic Company,OSS,ZIA,RUS,러시아,2017,11,5,5,5,836
KGZ,Avia Traffic Company,OSS,ZIA,RUS,러시아,2017,12,10,10,10,1480
KGZ,Avia Traffic Company,OSS,ZIA,RUS,러시아,2018,1,3,3,3,540
KGZ,Avia Traffic Company,OSS,ZIA,RUS,러시아,2018,2,10,10,10,1512
KGZ,Avia Traffic Company,OSS,ZIA,RUS,러시아,2018,3,9,9,9,1332
KGZ,Avia Traffic Company,OSS,ZIA,RUS,러시아,2018,5,3,3,3,540
KGZ,Belavia,FRU,MSQ,BLR,벨라루스,2017,11,1,1,1,107
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2016,6,22,22,22,2728
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2016,7,21,21,21,3224
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2016,8,21,21,21,3356
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2016,9,20,20,20,2752
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2016,10,14,14,14,2164
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2016,11,20,20,20,2796
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2016,12,22,22,22,3344
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2017,1,16,16,16,2492
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2017,2,16,16,16,2360
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2017,3,20,20,20,3060
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2017,4,21,21,21,3224
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2017,5,21,21,21,3224
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2017,6,22,22,22,3564
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2017,7,21,21,21,3444
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2017,8,21,21,21,3444
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2017,9,21,21,21,3180
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2017,10,17,17,17,2700
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2017,11,21,21,21,3312
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2017,12,22,22,22,3608
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2018,1,21,21,21,3444
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2018,2,13,13,13,2132
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2018,3,21,21,21,3444
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2018,4,21,21,21,3268
KGZ,China Southern Airlines,FRU,URC,CHN,중화인민공화국,2018,5,21,21,21,3400
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2016,6,4,4,4,480
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2016,7,4,4,4,480
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2016,8,5,5,5,600
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2016,9,4,4,4,480
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2016,10,4,4,4,480
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2016,11,8,8,8,1136
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2016,12,7,7,7,1016
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2017,1,5,5,5,688
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2017,2,4,4,4,656
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2017,3,4,4,4,612
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2017,4,4,4,4,524
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2017,5,1,1,1,120
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2017,12,3,3,3,492
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2018,1,4,4,4,656
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2018,2,1,1,1,164
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2018,3,4,4,4,656
KGZ,China Southern Airlines,OSS,URC,CHN,중화인민공화국,2018,4,3,3,3,492
KGZ,Globus,FRU,DME,RUS,러시아,2016,12,3,3,3,528
KGZ,Globus,OSS,DME,RUS,러시아,2016,12,1,1,1,176
KGZ,Globus,OSS,DME,RUS,러시아,2017,2,2,2,2,352
KGZ,Globus,OSS,DME,RUS,러시아,2017,3,1,1,1,176
KGZ,Globus,OSS,DME,RUS,러시아,2017,4,1,1,1,176
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2016,6,30,30,30,5670
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2016,7,40,40,40,7560
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2016,8,58,58,58,10962
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2016,9,56,56,56,10584
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2016,10,57,57,57,10773
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2016,11,56,56,56,10584
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2016,12,50,50,50,9450
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2017,1,45,45,45,8505
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2017,2,43,43,43,8127
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2017,3,41,41,41,7749
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2017,4,30,30,30,5670
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2017,5,45,45,45,8505
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2017,6,42,42,42,7938
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2017,7,31,31,31,5859
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2017,8,31,31,31,5859
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2017,9,30,30,30,5670
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2017,10,31,31,31,5859
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2017,11,30,30,30,5670
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2017,12,31,31,31,5859
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2018,1,31,31,31,5859
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2018,2,28,28,28,5292
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2018,3,31,31,31,5859
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2018,4,30,30,30,5670
KGZ,Pegasus Airlines,FRU,SAW,TUR,터키,2018,5,32,32,32,6048
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2016,6,30,30,30,4740
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2016,7,31,31,31,4898
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2016,8,31,31,31,4898
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2016,9,30,30,30,4740
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2016,10,32,32,32,5056
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2016,11,30,30,30,4740
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2016,12,31,31,31,4898
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2017,1,31,31,31,4898
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2017,2,24,24,24,3792
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2017,3,28,28,28,4424
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2017,4,30,30,30,4740
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2017,5,31,31,31,4790
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2017,6,30,30,30,4604
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2017,7,28,28,28,4344
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2017,8,31,31,31,4498
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2017,9,30,30,30,4376
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2017,10,28,28,28,4024
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2017,11,29,29,29,4292
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2017,12,31,31,31,4736
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2018,1,28,28,28,3550
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2018,2,22,22,22,2768
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2018,3,24,24,24,2598
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2018,4,29,29,29,2342
KGZ,S7 Airlines,FRU,OVB,RUS,러시아,2018,5,30,30,30,2340
KGZ,S7 Airlines,IKU,OVB,RUS,러시아,2017,7,4,4,4,472
KGZ,S7 Airlines,IKU,OVB,RUS,러시아,2017,8,4,4,4,444
KGZ,S7 Airlines,IKU,OVB,RUS,러시아,2017,9,1,1,1,144
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2016,6,38,38,38,6688
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2016,7,40,40,40,7040
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2016,8,40,40,40,7040
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2016,9,38,38,38,6688
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2016,10,40,40,40,7040
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2016,11,39,39,39,6864
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2016,12,37,37,37,6512
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2017,1,38,38,38,6688
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2017,2,27,27,27,4752
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2017,3,28,28,28,4928
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2017,4,29,29,29,5104
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2017,5,35,35,35,6160
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2017,6,32,32,32,5632
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2017,7,31,31,31,5456
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2017,8,31,31,31,5456
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2017,9,30,30,30,5280
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2017,10,38,38,38,6688
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2017,11,36,36,36,6336
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2017,12,29,29,29,5104
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2018,1,27,27,27,4752
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2018,2,27,27,27,4752
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2018,3,30,30,30,5280
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2018,4,38,38,38,6688
KGZ,S7 Airlines,OSS,DME,RUS,러시아,2018,5,39,39,39,6864
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2016,6,26,26,26,4108
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2016,7,26,26,26,4108
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2016,8,27,27,27,4266
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2016,9,26,26,26,4108
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2016,10,27,27,27,4266
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2016,11,25,25,25,3922
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2016,12,27,27,27,4266
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2017,1,26,26,26,4108
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2017,2,24,24,24,3792
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2017,3,27,27,27,4266
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2017,4,30,30,30,4740
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2017,5,31,31,31,4588
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2017,6,29,29,29,2672
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2017,7,31,31,31,2818
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2017,8,31,31,31,2498
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2017,9,25,25,25,3216
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2017,10,21,21,21,2758
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2017,11,21,21,21,3324
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2017,12,23,23,23,3554
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2018,1,22,22,22,3076
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2018,2,20,20,20,2840
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2018,3,22,22,22,3082
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2018,4,22,22,22,3476
KGZ,S7 Airlines,OSS,OVB,RUS,러시아,2018,5,21,21,21,3318
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2016,6,5,5,5,985
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2016,7,4,4,4,788
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2016,8,5,5,5,937
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2016,9,5,5,5,964
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2016,10,4,4,4,788
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2016,11,4,4,4,596
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2016,12,4,4,4,596
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2017,1,4,4,4,746
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2017,2,3,3,3,672
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2017,3,2,2,2,448
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2017,5,2,2,2,373
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2017,6,3,3,3,447
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2017,7,3,3,3,447
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2017,8,2,2,2,298
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2017,9,2,2,2,298
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2017,11,1,1,1,224
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2017,12,4,4,4,671
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2018,1,2,2,2,298
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2018,2,2,2,2,298
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2018,3,2,2,2,373
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2018,4,2,2,2,298
KGZ,Tajik Air,FRU,DYU,TJK,타지키스탄,2018,5,2,2,2,298
KGZ,Turkish Airlines,FRU,AYT,TUR,터키,2017,6,5,5,5,825
KGZ,Turkish Airlines,FRU,AYT,TUR,터키,2017,7,4,4,4,660
KGZ,Turkish Airlines,FRU,AYT,TUR,터키,2017,8,4,4,4,660
KGZ,Turkish Airlines,FRU,AYT,TUR,터키,2017,9,2,2,2,330
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2016,6,62,62,62,9362
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2016,7,66,66,66,9966
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2016,8,67,67,67,10117
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2016,9,64,64,64,9664
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2016,10,63,63,63,9527
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2016,11,43,43,43,6493
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2016,12,45,45,45,6795
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2017,1,35,35,35,5285
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2017,2,41,41,41,6191
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2017,3,47,47,47,7111
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2017,4,60,60,60,9060
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2017,5,62,62,62,9362
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2017,6,60,60,60,9060
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2017,7,63,63,63,9513
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2017,8,62,62,62,9362
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2017,9,60,60,60,9060
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2017,10,61,61,61,9211
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2017,11,43,43,43,6507
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2017,12,44,44,44,6644
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2018,1,43,43,43,6493
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2018,2,40,40,40,6040
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2018,3,47,47,47,7097
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2018,4,58,58,58,8758
KGZ,Turkish Airlines,FRU,IST,TUR,터키,2018,5,62,62,62,9362
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2016,6,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2016,7,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2016,8,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2016,9,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2016,10,14,14,14,2114
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2016,11,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2016,12,14,14,14,2114
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2017,1,12,12,12,1812
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2017,2,12,12,12,1812
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2017,3,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2017,4,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2017,5,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2017,6,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2017,7,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2017,8,14,14,14,2114
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2017,9,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2017,10,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2017,11,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2017,12,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2018,1,13,13,13,1963
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2018,2,12,12,12,1812
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2018,3,14,14,14,2114
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2018,4,12,12,12,1812
KGZ,Turkish Airlines,FRU,ULN,MGL,몽골,2018,5,14,14,14,2114
KGZ,Turkish Airlines,OSS,IST,TUR,터키,2016,6,12,12,12,1584
KGZ,Turkish Airlines,OSS,IST,TUR,터키,2016,7,17,17,17,2262
KGZ,Turkish Airlines,OSS,IST,TUR,터키,2016,8,17,17,17,2244
KGZ,Turkish Airlines,OSS,IST,TUR,터키,2016,9,17,17,17,2244
KGZ,Turkish Airlines,OSS,IST,TUR,터키,2016,10,14,14,14,1866
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2016,6,20,20,20,4272
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2016,7,23,23,23,4676
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2016,8,21,21,21,4364
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2016,9,22,22,22,4392
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2016,10,23,23,23,4996
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2016,11,20,20,20,4400
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2016,12,23,23,23,4996
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2017,1,21,21,21,4620
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2017,2,20,20,20,4336
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2017,3,22,22,22,4840
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2017,4,22,22,22,4840
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2017,5,21,21,21,4620
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2017,6,22,22,22,4840
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2017,7,23,23,23,4996
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2017,8,21,21,21,4492
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2017,9,22,22,22,4712
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2017,10,22,22,22,4584
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2017,11,21,21,21,4556
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2017,12,23,23,23,5060
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2018,1,20,20,20,4400
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2018,2,20,20,20,4400
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2018,3,23,23,23,4868
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2018,4,22,22,22,4840
KGZ,Ural Airlines,FRU,DME,RUS,러시아,2018,5,21,21,21,4556
KGZ,Ural Airlines,FRU,LED,RUS,러시아,2016,6,8,8,8,1248
KGZ,Ural Airlines,FRU,LED,RUS,러시아,2016,7,9,9,9,1404
KGZ,Ural Airlines,FRU,LED,RUS,러시아,2016,8,9,9,9,1404
KGZ,Ural Airlines,FRU,LED,RUS,러시아,2016,9,8,8,8,1248
KGZ,Ural Airlines,FRU,LED,RUS,러시아,2016,10,10,10,10,1688
KGZ,Ural Airlines,FRU,LED,RUS,러시아,2016,11,4,4,4,624
KGZ,Ural Airlines,FRU,LED,RUS,러시아,2016,12,5,5,5,758
KGZ,Ural Airlines,FRU,LED,RUS,러시아,2017,1,5,5,5,780
KGZ,Ural Airlines,FRU,LED,RUS,러시아,2017,2,4,4,4,816
KGZ,Ural Airlines,FRU,LED,RUS,러시아,2017,4,4,4,4,880
KGZ,Ural Airlines,FRU,LED,RUS,러시아,2017,5,3,3,3,660
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2016,6,9,9,9,1272
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2016,7,13,13,13,1918
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2016,8,13,13,13,1940
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2016,9,9,9,9,1338
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2016,10,9,9,9,1468
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2016,11,10,10,10,1560
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2016,12,11,11,11,1780
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2017,1,10,10,10,1538
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2017,2,8,8,8,1200
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2017,3,14,14,14,2130
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2017,4,11,11,11,1714
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2017,5,13,13,13,2060
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2017,6,10,10,10,1522
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2017,7,13,13,13,1992
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2017,8,13,13,13,1968
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2017,9,13,13,13,2012
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2017,10,13,13,13,2008
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2017,11,16,16,16,2414
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2017,12,15,15,15,2254
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2018,1,13,13,13,2218
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2018,2,8,8,8,1290
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2018,3,16,16,16,2322
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2018,4,12,12,12,1806
KGZ,Ural Airlines,FRU,SVX,RUS,러시아,2018,5,17,17,17,2526
KGZ,Ural Airlines,FRU,ZIA,RUS,러시아,2016,11,1,1,1,220
KGZ,Ural Airlines,FRU,ZIA,RUS,러시아,2016,12,9,9,9,1852
KGZ,Ural Airlines,FRU,ZIA,RUS,러시아,2017,1,6,6,6,1128
KGZ,Ural Airlines,FRU,ZIA,RUS,러시아,2017,3,1,1,1,220
KGZ,Ural Airlines,FRU,ZIA,RUS,러시아,2017,4,3,3,3,660
KGZ,Ural Airlines,FRU,ZIA,RUS,러시아,2017,5,5,5,5,844
KGZ,Ural Airlines,FRU,ZIA,RUS,러시아,2017,12,6,6,6,1320
KGZ,Ural Airlines,FRU,ZIA,RUS,러시아,2018,1,9,9,9,1980
KGZ,Ural Airlines,FRU,ZIA,RUS,러시아,2018,2,10,10,10,2200
KGZ,Ural Airlines,FRU,ZIA,RUS,러시아,2018,3,14,14,14,3080
KGZ,Ural Airlines,FRU,ZIA,RUS,러시아,2018,4,13,13,13,2860
KGZ,Ural Airlines,FRU,ZIA,RUS,러시아,2018,5,10,10,10,2200
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2016,6,18,18,18,2952
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2016,7,17,17,17,2788
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2016,8,17,17,17,2788
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2016,9,18,18,18,2952
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2016,10,16,16,16,2624
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2016,11,18,18,18,2952
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2016,12,18,18,18,2952
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2017,1,17,17,17,2788
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2017,2,15,15,15,2460
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2017,3,19,19,19,3116
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2017,4,16,16,16,2624
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2017,5,18,18,18,2952
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2017,6,18,18,18,2952
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2017,7,16,16,16,2624
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2017,8,19,19,19,3116
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2017,9,16,16,16,2624
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2017,10,17,17,17,2788
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2017,11,18,18,18,2952
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2017,12,17,17,17,2788
KGZ,Ural Airlines,OSS,DME,RUS,러시아,2018,1,18,18,18,2952
