도착 국가,출발 국가,항공사,출발 공항,도착 공항,년도,월,운항회수,출발 국가,도착 국가,정원(전체)
AFG,KAZ,Bek Air,ALA,KBL,2016,6,2,2,2,200
AFG,KAZ,Kam Air,ALA,KBL,2016,12,2,2,2,252
AFG,KAZ,Kam Air,ALA,KBL,2017,1,3,3,3,378
AFG,KAZ,Kam Air,ALA,KBL,2017,2,1,1,1,126
AFG,KAZ,Kam Air,ALA,KBL,2017,3,4,4,4,504
AFG,KAZ,Kam Air,ALA,KBL,2017,4,2,2,2,252
AFG,KAZ,Kam Air,ALA,KBL,2017,5,3,3,3,410
AFG,KAZ,Kam Air,ALA,KBL,2017,6,2,2,2,252
AFG,KAZ,Kam Air,ALA,KBL,2017,7,4,4,4,513
AFG,KAZ,Kam Air,ALA,KBL,2017,8,4,4,4,504
AFG,KAZ,Kam Air,ALA,KBL,2017,9,4,4,4,504
AFG,KAZ,Kam Air,ALA,KBL,2017,10,4,4,4,513
AFG,KAZ,Kam Air,ALA,KBL,2017,11,4,4,4,552
AFG,KAZ,Kam Air,ALA,KBL,2017,12,4,4,4,504
AFG,KAZ,Kam Air,ALA,KBL,2018,1,3,3,3,417
AFG,KAZ,Kam Air,ALA,KBL,2018,2,3,3,3,378
AFG,KAZ,Kam Air,ALA,KBL,2018,3,5,5,5,604
AFG,KAZ,Kam Air,ALA,KBL,2018,4,4,4,4,550
AFG,KAZ,Kam Air,ALA,KBL,2018,5,4,4,4,504
AFG,KGZ,Avia Traffic Company,FRU,JAA,2017,11,3,3,3,288
AFG,KGZ,Avia Traffic Company,FRU,JAA,2017,12,2,2,2,192
AFG,KGZ,Avia Traffic Company,FRU,JAA,2018,1,3,3,3,288
AFG,KGZ,Avia Traffic Company,FRU,JAA,2018,2,3,3,3,288
AFG,KGZ,Avia Traffic Company,FRU,JAA,2018,3,3,3,3,288
AFG,KGZ,Avia Traffic Company,FRU,JAA,2018,4,4,4,4,384
AFG,KGZ,Avia Traffic Company,FRU,JAA,2018,5,5,5,5,480
AFG,TJK,Kam Air,DYU,KBL,2016,6,5,5,5,500
AFG,TJK,Kam Air,DYU,KBL,2016,9,1,1,1,100
AFG,TJK,Kam Air,DYU,KBL,2016,11,6,6,6,600
AFG,TJK,Kam Air,DYU,KBL,2016,12,4,4,4,452
AFG,TJK,Kam Air,DYU,KBL,2017,1,2,2,2,252
AFG,TJK,Kam Air,DYU,KBL,2017,2,1,1,1,126
AFG,TJK,Kam Air,DYU,KBL,2017,3,2,2,2,252
AFG,TJK,Kam Air,DYU,KBL,2017,4,2,2,2,252
AFG,TJK,Kam Air,DYU,KBL,2017,5,3,3,3,378
AFG,TJK,Kam Air,DYU,KBL,2017,6,4,4,4,504
AFG,TJK,Kam Air,DYU,KBL,2017,7,1,1,1,126
AFG,TJK,Kam Air,DYU,KBL,2017,8,3,3,3,378
AFG,TJK,Kam Air,DYU,KBL,2017,9,4,4,4,504
AFG,TJK,Kam Air,DYU,KBL,2017,10,5,5,5,630
AFG,TJK,Kam Air,DYU,KBL,2017,11,5,5,5,630
AFG,TJK,Kam Air,DYU,KBL,2017,12,1,1,1,126
AFG,TJK,Kam Air,DYU,KBL,2018,1,1,1,1,126
AFG,TJK,Kam Air,DYU,KBL,2018,2,4,4,4,498
AFG,TJK,Kam Air,DYU,KBL,2018,3,4,4,4,527
AFG,TJK,Kam Air,DYU,KBL,2018,4,4,4,4,504
AFG,TJK,Kam Air,DYU,KBL,2018,5,6,6,6,776
AFG,UZB,Kam Air,TAS,KBL,2016,12,1,1,1,126
AFG,UZB,Kam Air,TAS,KBL,2017,7,1,1,1,126
AFG,UZB,Kam Air,TAS,KBL,2017,11,1,1,1,126
AFG,UZB,Kam Air,TAS,KBL,2017,12,1,1,1,143
AFG,UZB,Kam Air,TAS,KBL,2018,2,3,3,3,372
AFG,UZB,Kam Air,TAS,KBL,2018,3,1,1,1,126
AFG,UZB,Kam Air,TAS,KBL,2018,4,5,5,5,653
AFG,UZB,Kam Air,TAS,KBL,2018,5,3,3,3,424
ARM,KAZ,SCAT,SCO,EVN,2016,7,8,8,8,400
ARM,KAZ,SCAT,SCO,EVN,2016,8,13,13,13,650
ARM,KAZ,SCAT,SCO,EVN,2016,9,7,7,7,350
ARM,KAZ,SCAT,SCO,EVN,2016,10,6,6,6,300
ARM,KAZ,SCAT,SCO,EVN,2016,11,4,4,4,200
ARM,KAZ,SCAT,SCO,EVN,2016,12,6,6,6,268
ARM,KAZ,SCAT,SCO,EVN,2017,1,7,7,7,418
ARM,KAZ,SCAT,SCO,EVN,2017,2,4,4,4,200
ARM,KAZ,SCAT,SCO,EVN,2017,3,6,6,6,268
ARM,KAZ,SCAT,SCO,EVN,2017,4,2,2,2,100
ARM,KAZ,SCAT,SCO,EVN,2017,5,2,2,2,100
ARM,KAZ,SCAT,SCO,EVN,2017,6,1,1,1,50
ARM,KAZ,SCAT,SCO,EVN,2017,7,2,2,2,100
ARM,KAZ,SCAT,SCO,EVN,2017,8,1,1,1,50
ARM,KAZ,SCAT,SCO,EVN,2017,9,1,1,1,50
ARM,KAZ,SCAT,SCO,EVN,2017,10,2,2,2,100
ARM,KAZ,SCAT,SCO,EVN,2017,11,3,3,3,150
ARM,KAZ,SCAT,SCO,EVN,2017,12,4,4,4,200
ARM,KAZ,SCAT,TSE,EVN,2017,6,5,5,5,442
ARM,KAZ,SCAT,TSE,EVN,2017,7,8,8,8,544
ARM,KAZ,SCAT,TSE,EVN,2017,8,6,6,6,586
ARM,KAZ,SCAT,TSE,EVN,2017,9,7,7,7,730
ARM,KAZ,SCAT,TSE,EVN,2017,10,2,2,2,262
ARM,KAZ,SCAT,TSE,EVN,2017,11,5,5,5,594
ARM,KAZ,SCAT,TSE,EVN,2017,12,4,4,4,482
ARM,KAZ,SCAT,TSE,EVN,2018,1,2,2,2,194
ARM,KAZ,SCAT,TSE,EVN,2018,2,6,6,6,300
ARM,KAZ,SCAT,TSE,EVN,2018,3,4,4,4,294
ARM,KAZ,SCAT,TSE,EVN,2018,4,7,7,7,604
ARM,KAZ,SCAT,TSE,EVN,2018,5,10,10,10,1210
ARM,TKM,Turkmenistan Airlines,ASB,EVN,2017,10,1,1,1,160
AZE,KAZ,AZAL Azerbaijan Airlines,SCO,GYD,2016,6,8,8,8,500
AZE,KAZ,AZAL Azerbaijan Airlines,SCO,GYD,2016,7,7,7,7,514
AZE,KAZ,AZAL Azerbaijan Airlines,SCO,GYD,2016,8,12,12,12,760
AZE,KAZ,AZAL Azerbaijan Airlines,SCO,GYD,2016,9,2,2,2,164
AZE,KAZ,AZAL Azerbaijan Airlines,SCO,GYD,2016,11,2,2,2,140
AZE,KAZ,AZAL Azerbaijan Airlines,SCO,GYD,2016,12,3,3,3,298
AZE,KAZ,AZAL Azerbaijan Airlines,SCO,GYD,2017,5,1,1,1,50
AZE,KAZ,AZAL Azerbaijan Airlines,SCO,GYD,2017,6,5,5,5,270
AZE,KAZ,AZAL Azerbaijan Airlines,SCO,GYD,2017,7,4,4,4,220
AZE,KAZ,AZAL Azerbaijan Airlines,SCO,GYD,2017,8,8,8,8,604
AZE,KAZ,AZAL Azerbaijan Airlines,SCO,GYD,2017,10,2,2,2,228
AZE,KAZ,AZAL Azerbaijan Airlines,SCO,GYD,2017,11,30,30,30,3644
AZE,KAZ,AZAL Azerbaijan Airlines,SCO,GYD,2017,12,1,1,1,114
AZE,KAZ,AZAL Azerbaijan Airlines,TSE,GYD,2018,3,1,1,1,237
AZE,KAZ,Air Astana,ALA,GYD,2016,6,17,17,17,1649
AZE,KAZ,Air Astana,ALA,GYD,2016,7,18,18,18,1746
AZE,KAZ,Air Astana,ALA,GYD,2016,8,18,18,18,1775
AZE,KAZ,Air Astana,ALA,GYD,2016,9,17,17,17,1649
AZE,KAZ,Air Astana,ALA,GYD,2016,10,17,17,17,1649
AZE,KAZ,Air Astana,ALA,GYD,2016,11,13,13,13,1363
AZE,KAZ,Air Astana,ALA,GYD,2016,12,13,13,13,1290
AZE,KAZ,Air Astana,ALA,GYD,2017,1,12,12,12,1193
AZE,KAZ,Air Astana,ALA,GYD,2017,2,12,12,12,1215
AZE,KAZ,Air Astana,ALA,GYD,2017,3,14,14,14,1387
AZE,KAZ,Air Astana,ALA,GYD,2017,4,12,12,12,1164
AZE,KAZ,Air Astana,ALA,GYD,2017,5,13,13,13,1261
AZE,KAZ,Air Astana,ALA,GYD,2017,6,17,17,17,1678
AZE,KAZ,Air Astana,ALA,GYD,2017,7,18,18,18,1746
AZE,KAZ,Air Astana,ALA,GYD,2017,8,17,17,17,1649
AZE,KAZ,Air Astana,ALA,GYD,2017,9,15,15,15,1524
AZE,KAZ,Air Astana,ALA,GYD,2017,10,11,11,11,1096
AZE,KAZ,Air Astana,ALA,GYD,2017,11,13,13,13,1312
AZE,KAZ,Air Astana,ALA,GYD,2017,12,14,14,14,1409
AZE,KAZ,Air Astana,ALA,GYD,2018,1,13,13,13,1261
AZE,KAZ,Air Astana,ALA,GYD,2018,2,12,12,12,1215
AZE,KAZ,Air Astana,ALA,GYD,2018,3,12,12,12,1266
AZE,KAZ,Air Astana,ALA,GYD,2018,4,13,13,13,1261
AZE,KAZ,Air Astana,ALA,GYD,2018,5,13,13,13,1394
AZE,KAZ,Air Astana,TSE,GYD,2016,6,3,3,3,291
AZE,KAZ,Air Astana,TSE,GYD,2016,7,6,6,6,582
AZE,KAZ,Air Astana,TSE,GYD,2016,8,1,1,1,97
AZE,KAZ,Air Astana,TSE,GYD,2016,9,3,3,3,291
AZE,KAZ,Air Astana,TSE,GYD,2016,10,1,1,1,148
AZE,KAZ,Air Astana,TSE,GYD,2016,11,1,1,1,97
AZE,KAZ,Air Astana,TSE,GYD,2017,2,1,1,1,97
AZE,KAZ,Air Astana,TSE,GYD,2017,6,2,2,2,194
AZE,KAZ,Air Astana,TSE,GYD,2017,7,4,4,4,388
AZE,KAZ,Air Astana,TSE,GYD,2017,8,4,4,4,388
AZE,KAZ,Air Astana,TSE,GYD,2017,10,2,2,2,296
AZE,KAZ,Air Astana,TSE,GYD,2018,2,1,1,1,97
AZE,KAZ,Air Astana,TSE,GYD,2018,3,1,1,1,97
AZE,KAZ,Air Astana,TSE,GYD,2018,4,2,2,2,194
AZE,KAZ,Air Astana,TSE,GYD,2018,5,13,13,13,1261
AZE,KAZ,SCAT,GUW,GYD,2016,6,1,1,1,50
AZE,KAZ,SCAT,GUW,GYD,2016,7,5,5,5,250
AZE,KAZ,SCAT,GUW,GYD,2016,8,1,1,1,50
AZE,KAZ,SCAT,GUW,GYD,2017,1,1,1,1,50
AZE,KAZ,SCAT,GUW,GYD,2017,2,3,3,3,150
AZE,KAZ,SCAT,GUW,GYD,2017,3,2,2,2,100
AZE,KAZ,SCAT,GUW,GYD,2017,4,9,9,9,450
AZE,KAZ,SCAT,GUW,GYD,2017,5,5,5,5,250
AZE,KAZ,SCAT,GUW,GYD,2017,6,3,3,3,150
AZE,KAZ,SCAT,GUW,GYD,2017,7,1,1,1,50
AZE,KAZ,SCAT,GUW,GYD,2017,8,4,4,4,200
AZE,KAZ,SCAT,GUW,GYD,2017,9,4,4,4,200
AZE,KAZ,SCAT,GUW,GYD,2017,10,7,7,7,418
AZE,KAZ,SCAT,GUW,GYD,2017,11,4,4,4,200
AZE,KAZ,SCAT,GUW,GYD,2017,12,2,2,2,100
AZE,KAZ,SCAT,GUW,GYD,2018,1,4,4,4,200
AZE,KAZ,SCAT,SCO,GYD,2016,6,4,4,4,200
AZE,KAZ,SCAT,SCO,GYD,2016,7,14,14,14,668
AZE,KAZ,SCAT,SCO,GYD,2016,8,6,6,6,300
AZE,KAZ,SCAT,SCO,GYD,2016,9,3,3,3,150
AZE,KAZ,SCAT,SCO,GYD,2016,11,1,1,1,50
AZE,KAZ,SCAT,SCO,GYD,2016,12,1,1,1,50
AZE,KAZ,SCAT,SCO,GYD,2017,1,1,1,1,50
AZE,KAZ,SCAT,SCO,GYD,2017,3,2,2,2,100
AZE,KAZ,SCAT,SCO,GYD,2017,6,3,3,3,150
AZE,KAZ,SCAT,SCO,GYD,2017,7,1,1,1,50
AZE,KAZ,SCAT,SCO,GYD,2017,8,1,1,1,50
AZE,KAZ,SCAT,SCO,GYD,2017,9,1,1,1,50
AZE,KAZ,SCAT,SCO,GYD,2017,10,1,1,1,118
AZE,KAZ,SCAT,SCO,GYD,2017,11,1,1,1,50
AZE,KAZ,SCAT,SCO,GYD,2017,12,16,16,16,2278
AZE,KAZ,SCAT,SCO,GYD,2018,1,11,11,11,1458
AZE,KAZ,SCAT,SCO,GYD,2018,2,19,19,19,2610
AZE,KAZ,SCAT,SCO,GYD,2018,4,17,17,17,2070
AZE,KAZ,SCAT,SCO,GYD,2018,5,30,30,30,4172
AZE,UZB,Uzbekistan Airways,TAS,GYD,2016,6,9,9,9,1350
AZE,UZB,Uzbekistan Airways,TAS,GYD,2016,7,8,8,8,1240
AZE,UZB,Uzbekistan Airways,TAS,GYD,2016,8,9,9,9,1350
AZE,UZB,Uzbekistan Airways,TAS,GYD,2016,9,9,9,9,1350
AZE,UZB,Uzbekistan Airways,TAS,GYD,2016,10,9,9,9,1384
AZE,UZB,Uzbekistan Airways,TAS,GYD,2016,11,8,8,8,1200
AZE,UZB,Uzbekistan Airways,TAS,GYD,2016,12,9,9,9,1350
AZE,UZB,Uzbekistan Airways,TAS,GYD,2017,1,8,8,8,1200
AZE,UZB,Uzbekistan Airways,TAS,GYD,2017,2,8,8,8,1200
AZE,UZB,Uzbekistan Airways,TAS,GYD,2017,3,9,9,9,1390
AZE,UZB,Uzbekistan Airways,TAS,GYD,2017,4,8,8,8,1280
AZE,UZB,Uzbekistan Airways,TAS,GYD,2017,5,9,9,9,1657
AZE,UZB,Uzbekistan Airways,TAS,GYD,2017,6,9,9,9,1350
AZE,UZB,Uzbekistan Airways,TAS,GYD,2017,7,9,9,9,1658
AZE,UZB,Uzbekistan Airways,TAS,GYD,2017,8,9,9,9,1390
AZE,UZB,Uzbekistan Airways,TAS,GYD,2017,9,8,8,8,1280
AZE,UZB,Uzbekistan Airways,TAS,GYD,2017,10,9,9,9,1566
AZE,UZB,Uzbekistan Airways,TAS,GYD,2017,11,9,9,9,1521
AZE,UZB,Uzbekistan Airways,TAS,GYD,2017,12,8,8,8,1314
AZE,UZB,Uzbekistan Airways,TAS,GYD,2018,1,8,8,8,1274
AZE,UZB,Uzbekistan Airways,TAS,GYD,2018,2,8,8,8,1240
AZE,UZB,Uzbekistan Airways,TAS,GYD,2018,3,9,9,9,1390
AZE,UZB,Uzbekistan Airways,TAS,GYD,2018,4,9,9,9,1647
AZE,UZB,Uzbekistan Airways,TAS,GYD,2018,5,9,9,9,1566
BLR,KAZ,Belavia,ALA,MSQ,2016,6,13,13,13,2370
BLR,KAZ,Belavia,ALA,MSQ,2016,7,13,13,13,2370
BLR,KAZ,Belavia,ALA,MSQ,2016,8,13,13,13,2448
BLR,KAZ,Belavia,ALA,MSQ,2016,9,13,13,13,2376
BLR,KAZ,Belavia,ALA,MSQ,2016,10,13,13,13,2442
BLR,KAZ,Belavia,ALA,MSQ,2016,11,13,13,13,2454
BLR,KAZ,Belavia,ALA,MSQ,2016,12,13,13,13,2451
BLR,KAZ,Belavia,ALA,MSQ,2017,1,13,13,13,2388
BLR,KAZ,Belavia,ALA,MSQ,2017,2,12,12,12,2268
BLR,KAZ,Belavia,ALA,MSQ,2017,3,12,12,12,2268
BLR,KAZ,Belavia,ALA,MSQ,2017,4,13,13,13,2457
BLR,KAZ,Belavia,ALA,MSQ,2017,5,13,13,13,2454
BLR,KAZ,Belavia,ALA,MSQ,2017,6,13,13,13,2451
BLR,KAZ,Belavia,ALA,MSQ,2017,7,13,13,13,2451
BLR,KAZ,Belavia,ALA,MSQ,2017,8,14,14,14,2634
BLR,KAZ,Belavia,ALA,MSQ,2017,9,11,11,11,2076
BLR,KAZ,Belavia,ALA,MSQ,2017,10,14,14,14,2640
BLR,KAZ,Belavia,ALA,MSQ,2017,11,13,13,13,2457
BLR,KAZ,Belavia,ALA,MSQ,2017,12,13,13,13,2457
BLR,KAZ,Belavia,ALA,MSQ,2018,1,13,13,13,2457
BLR,KAZ,Belavia,ALA,MSQ,2018,2,11,11,11,2079
BLR,KAZ,Belavia,ALA,MSQ,2018,3,13,13,13,2457
BLR,KAZ,Belavia,ALA,MSQ,2018,4,13,13,13,2451
BLR,KAZ,Belavia,ALA,MSQ,2018,5,16,16,16,3018
BLR,KAZ,Belavia,KGF,MSQ,2016,6,1,1,1,120
BLR,KAZ,Belavia,KGF,MSQ,2016,7,4,4,4,511
BLR,KAZ,Belavia,KGF,MSQ,2016,8,5,5,5,634
BLR,KAZ,Belavia,KGF,MSQ,2016,9,1,1,1,120
BLR,KAZ,Belavia,KGF,MSQ,2017,6,1,1,1,123
BLR,KAZ,Belavia,KGF,MSQ,2017,7,4,4,4,489
BLR,KAZ,Belavia,KGF,MSQ,2017,8,4,4,4,483
BLR,KAZ,Belavia,KSN,MSQ,2016,6,1,1,1,120
BLR,KAZ,Belavia,KSN,MSQ,2016,7,9,9,9,1164
BLR,KAZ,Belavia,KSN,MSQ,2016,8,8,8,8,1100
BLR,KAZ,Belavia,KSN,MSQ,2016,9,2,2,2,243
BLR,KAZ,Belavia,KSN,MSQ,2017,6,1,1,1,120
BLR,KAZ,Belavia,KSN,MSQ,2017,7,8,8,8,969
BLR,KAZ,Belavia,KSN,MSQ,2017,8,9,9,9,1101
BLR,KAZ,Belavia,KSN,MSQ,2017,9,1,1,1,107
BLR,KAZ,Belavia,PWQ,MSQ,2016,6,1,1,1,148
BLR,KAZ,Belavia,PWQ,MSQ,2016,7,9,9,9,1276
BLR,KAZ,Belavia,PWQ,MSQ,2016,8,9,9,9,1095
BLR,KAZ,Belavia,PWQ,MSQ,2016,9,2,2,2,243
BLR,KAZ,Belavia,PWQ,MSQ,2017,6,9,9,9,1167
BLR,KAZ,Belavia,PWQ,MSQ,2017,8,9,9,9,1192
BLR,KAZ,Belavia,TSE,MSQ,2016,6,30,30,30,4025
BLR,KAZ,Belavia,TSE,MSQ,2016,7,36,36,36,5594
BLR,KAZ,Belavia,TSE,MSQ,2016,8,36,36,36,5502
BLR,KAZ,Belavia,TSE,MSQ,2016,9,30,30,30,3725
BLR,KAZ,Belavia,TSE,MSQ,2016,10,31,31,31,3322
BLR,KAZ,Belavia,TSE,MSQ,2016,11,28,28,28,3176
BLR,KAZ,Belavia,TSE,MSQ,2016,12,27,27,27,3341
BLR,KAZ,Belavia,TSE,MSQ,2017,1,25,25,25,2644
BLR,KAZ,Belavia,TSE,MSQ,2017,2,21,21,21,2216
BLR,KAZ,Belavia,TSE,MSQ,2017,3,24,24,24,2937
BLR,KAZ,Belavia,TSE,MSQ,2017,4,30,30,30,3236
BLR,KAZ,Belavia,TSE,MSQ,2017,5,31,31,31,3371
BLR,KAZ,Belavia,TSE,MSQ,2017,6,30,30,30,4210
BLR,KAZ,Belavia,TSE,MSQ,2017,7,39,39,39,6223
BLR,KAZ,Belavia,TSE,MSQ,2017,8,40,40,40,6326
BLR,KAZ,Belavia,TSE,MSQ,2017,9,30,30,30,4056
BLR,KAZ,Belavia,TSE,MSQ,2017,10,30,30,30,3210
BLR,KAZ,Belavia,TSE,MSQ,2017,11,23,23,23,2487
BLR,KAZ,Belavia,TSE,MSQ,2017,12,22,22,22,2682
BLR,KAZ,Belavia,TSE,MSQ,2018,1,21,21,21,2345
BLR,KAZ,Belavia,TSE,MSQ,2018,2,20,20,20,2156
BLR,KAZ,Belavia,TSE,MSQ,2018,3,25,25,25,2758
BLR,KAZ,Belavia,TSE,MSQ,2018,4,26,26,26,2880
BLR,KAZ,Belavia,TSE,MSQ,2018,5,31,31,31,3333
BLR,KGZ,Belavia,FRU,MSQ,2017,11,1,1,1,107
BLR,TJK,Belavia,DYU,MSQ,2018,5,2,2,2,378
BLR,TKM,Belavia,ASB,MSQ,2016,6,8,8,8,1377
BLR,TKM,Belavia,ASB,MSQ,2016,7,14,14,14,2420
BLR,TKM,Belavia,ASB,MSQ,2016,8,11,11,11,1988
BLR,TKM,Belavia,ASB,MSQ,2016,9,17,17,17,2676
BLR,TKM,Belavia,ASB,MSQ,2016,10,4,4,4,750
BLR,TKM,Belavia,ASB,MSQ,2016,11,5,5,5,801
BLR,TKM,Belavia,ASB,MSQ,2016,12,6,6,6,1011
BLR,TKM,Belavia,ASB,MSQ,2017,1,8,8,8,1348
BLR,TKM,Belavia,ASB,MSQ,2017,2,8,8,8,1141
BLR,TKM,Belavia,ASB,MSQ,2017,3,8,8,8,1085
BLR,TKM,Belavia,ASB,MSQ,2017,4,5,5,5,835
BLR,TKM,Belavia,ASB,MSQ,2017,5,6,6,6,1011
BLR,TKM,Belavia,ASB,MSQ,2017,6,9,9,9,1701
BLR,TKM,Belavia,ASB,MSQ,2017,7,11,11,11,1991
BLR,TKM,Belavia,ASB,MSQ,2017,8,14,14,14,2397
BLR,TKM,Belavia,ASB,MSQ,2017,9,16,16,16,2194
BLR,TKM,Belavia,ASB,MSQ,2017,10,4,4,4,539
BLR,TKM,Belavia,ASB,MSQ,2017,11,5,5,5,753
BLR,TKM,Belavia,ASB,MSQ,2017,12,4,4,4,674
BLR,TKM,Belavia,ASB,MSQ,2018,1,4,4,4,715
BLR,TKM,Belavia,ASB,MSQ,2018,2,4,4,4,687
BLR,TKM,Belavia,ASB,MSQ,2018,3,4,4,4,508
BLR,TKM,Belavia,ASB,MSQ,2018,4,4,4,4,483
BLR,TKM,Belavia,ASB,MSQ,2018,5,5,5,5,603
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2016,6,13,13,13,2167
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2016,7,15,15,15,2632
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2016,8,10,10,10,1731
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2016,9,12,12,12,1978
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2016,10,4,4,4,698
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2016,11,4,4,4,698
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2016,12,6,6,6,960
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2017,1,8,8,8,1396
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2017,2,7,7,7,1149
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2017,3,7,7,7,1149
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2017,4,6,6,6,1018
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2017,5,4,4,4,640
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2017,6,15,15,15,2487
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2017,7,18,18,18,2996
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2017,8,12,12,12,1949
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2017,9,15,15,15,2458
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2017,10,6,6,6,960
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2017,11,4,4,4,756
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2017,12,9,9,9,1440
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2018,1,7,7,7,1178
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2018,2,7,7,7,1120
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2018,3,5,5,5,800
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2018,4,4,4,4,640
BLR,TKM,Turkmenistan Airlines,ASB,MSQ,2018,5,4,4,4,698
BLR,UZB,Belavia,TAS,MSQ,2016,11,1,1,1,120
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2016,6,9,9,9,1384
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2016,7,7,7,7,1090
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2016,8,8,8,8,1200
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2016,9,8,8,8,1428
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2016,10,8,8,8,1200
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2016,11,9,9,9,1350
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2016,12,9,9,9,1350
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2017,1,7,7,7,1050
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2017,2,8,8,8,1200
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2017,3,9,9,9,1350
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2017,4,8,8,8,1200
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2017,5,8,8,8,1200
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2017,6,9,9,9,1350
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2017,7,8,8,8,1314
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2017,8,10,10,10,1534
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2017,9,8,8,8,1394
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2017,10,9,9,9,1464
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2017,11,9,9,9,1464
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2017,12,8,8,8,1314
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2018,1,9,9,9,1350
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2018,2,8,8,8,1200
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2018,3,9,9,9,1350
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2018,4,8,8,8,1200
BLR,UZB,Uzbekistan Airways,TAS,MSQ,2018,5,10,10,10,1500
CHN,KAZ,Air Astana,ALA,HKG,2016,6,7,7,7,1219
CHN,KAZ,Air Astana,ALA,HKG,2016,7,9,9,9,1551
CHN,KAZ,Air Astana,ALA,HKG,2016,8,8,8,8,1328
CHN,KAZ,Air Astana,ALA,HKG,2016,9,9,9,9,1608
CHN,KAZ,Air Astana,ALA,HKG,2016,10,8,8,8,1442
CHN,KAZ,Air Astana,ALA,HKG,2016,11,9,9,9,2007
CHN,KAZ,Air Astana,ALA,HKG,2016,12,9,9,9,1836
CHN,KAZ,Air Astana,ALA,HKG,2017,1,9,9,9,1665
CHN,KAZ,Air Astana,ALA,HKG,2017,2,8,8,8,1613
CHN,KAZ,Air Astana,ALA,HKG,2017,3,9,9,9,1722
CHN,KAZ,Air Astana,ALA,HKG,2017,4,8,8,8,1385
CHN,KAZ,Air Astana,ALA,HKG,2017,5,8,8,8,1385
CHN,KAZ,Air Astana,ALA,HKG,2017,6,9,9,9,1551
CHN,KAZ,Air Astana,ALA,HKG,2017,7,8,8,8,1499
CHN,KAZ,Air Astana,ALA,HKG,2017,8,9,9,9,1551
CHN,KAZ,Air Astana,ALA,HKG,2017,9,9,9,9,1551
CHN,KAZ,Air Astana,ALA,HKG,2017,10,9,9,9,1551
CHN,KAZ,Air Astana,ALA,HKG,2017,11,8,8,8,1556
CHN,KAZ,Air Astana,ALA,HKG,2017,12,9,9,9,1551
CHN,KAZ,Air Astana,ALA,HKG,2018,1,9,9,9,1608
CHN,KAZ,Air Astana,ALA,HKG,2018,2,8,8,8,1499
CHN,KAZ,Air Astana,ALA,HKG,2018,3,10,10,10,1945
CHN,KAZ,Air Astana,ALA,HKG,2018,4,13,13,13,2557
CHN,KAZ,Air Astana,ALA,HKG,2018,5,13,13,13,2614
CHN,KAZ,Air Astana,ALA,PEK,2016,6,21,21,21,3042
CHN,KAZ,Air Astana,ALA,PEK,2016,7,22,22,22,3358
CHN,KAZ,Air Astana,ALA,PEK,2016,8,22,22,22,3427
CHN,KAZ,Air Astana,ALA,PEK,2016,9,22,22,22,3287
