도착 국가,출발 국가,항공사,출발 공항,도착 공항,년도,월,운항회수,출발 국가,도착 국가,정원(전체)
IRI,TJK,Iran Aseman Airlines,DYU,MHD,2016,7,2,2,2,360
IRI,TJK,Iran Aseman Airlines,DYU,MHD,2016,8,1,1,1,180
IRI,TJK,Iran Aseman Airlines,DYU,MHD,2016,10,2,2,2,218
IRI,TJK,Iran Aseman Airlines,DYU,MHD,2017,7,1,1,1,180
IRI,TJK,Iran Aseman Airlines,DYU,MHD,2017,11,1,1,1,180
IRI,TJK,Iran Aseman Airlines,DYU,MHD,2018,1,2,2,2,324
IRI,TJK,Iran Aseman Airlines,DYU,MHD,2018,3,1,1,1,144
IRI,TJK,Iran Aseman Airlines,DYU,MHD,2018,4,4,4,4,576
IRI,TJK,Tajik Air,DYU,IKA,2016,6,4,4,4,692
IRI,TJK,Tajik Air,DYU,IKA,2016,7,5,5,5,985
IRI,TJK,Tajik Air,DYU,IKA,2016,8,4,4,4,644
IRI,TJK,Tajik Air,DYU,IKA,2016,9,4,4,4,842
IRI,TJK,Tajik Air,DYU,IKA,2016,10,5,5,5,985
IRI,TJK,Tajik Air,DYU,IKA,2016,11,4,4,4,596
IRI,TJK,Tajik Air,DYU,IKA,2016,12,4,4,4,596
IRI,TJK,Tajik Air,DYU,IKA,2017,1,4,4,4,746
IRI,TJK,Tajik Air,DYU,IKA,2017,2,4,4,4,671
IRI,TJK,Tajik Air,DYU,IKA,2017,3,2,2,2,373
IRI,TJK,Tajik Air,DYU,IKA,2017,4,4,4,4,896
IRI,TJK,Tajik Air,DYU,IKA,2017,5,3,3,3,447
IRI,TJK,Tajik Air,DYU,IKA,2017,6,4,4,4,596
IRI,TJK,Tajik Air,DYU,IKA,2017,7,5,5,5,745
IRI,TJK,Tajik Air,DYU,IKA,2017,8,4,4,4,596
IRI,TJK,Tajik Air,DYU,IKA,2017,9,4,4,4,746
IRI,TJK,Tajik Air,DYU,IKA,2017,10,3,3,3,597
IRI,TJK,Tajik Air,DYU,IKA,2017,11,2,2,2,448
IRI,TJK,Tajik Air,DYU,IKA,2017,12,4,4,4,671
IRI,TJK,Tajik Air,DYU,IKA,2018,1,4,4,4,596
IRI,TJK,Tajik Air,DYU,IKA,2018,2,5,5,5,820
IRI,TJK,Tajik Air,DYU,IKA,2018,3,5,5,5,970
IRI,TJK,Tajik Air,DYU,IKA,2018,4,5,5,5,745
IRI,TJK,Tajik Air,DYU,IKA,2018,5,3,3,3,447
ISR,UZB,Uzbekistan Airways,TAS,TLV,2016,6,12,12,12,2319
ISR,UZB,Uzbekistan Airways,TAS,TLV,2016,7,17,17,17,3930
ISR,UZB,Uzbekistan Airways,TAS,TLV,2016,8,18,18,18,3864
ISR,UZB,Uzbekistan Airways,TAS,TLV,2016,9,13,13,13,2695
ISR,UZB,Uzbekistan Airways,TAS,TLV,2016,10,12,12,12,2956
ISR,UZB,Uzbekistan Airways,TAS,TLV,2016,11,13,13,13,2355
ISR,UZB,Uzbekistan Airways,TAS,TLV,2016,12,15,15,15,3065
ISR,UZB,Uzbekistan Airways,TAS,TLV,2017,1,17,17,17,3362
ISR,UZB,Uzbekistan Airways,TAS,TLV,2017,2,12,12,12,2570
ISR,UZB,Uzbekistan Airways,TAS,TLV,2017,3,13,13,13,2569
ISR,UZB,Uzbekistan Airways,TAS,TLV,2017,4,12,12,12,2802
ISR,UZB,Uzbekistan Airways,TAS,TLV,2017,5,14,14,14,2357
ISR,UZB,Uzbekistan Airways,TAS,TLV,2017,6,13,13,13,2497
ISR,UZB,Uzbekistan Airways,TAS,TLV,2017,7,18,18,18,3972
ISR,UZB,Uzbekistan Airways,TAS,TLV,2017,8,18,18,18,3982
ISR,UZB,Uzbekistan Airways,TAS,TLV,2017,9,12,12,12,2838
ISR,UZB,Uzbekistan Airways,TAS,TLV,2017,10,14,14,14,3278
ISR,UZB,Uzbekistan Airways,TAS,TLV,2017,11,13,13,13,2281
ISR,UZB,Uzbekistan Airways,TAS,TLV,2017,12,17,17,17,3476
ISR,UZB,Uzbekistan Airways,TAS,TLV,2018,1,17,17,17,3052
ISR,UZB,Uzbekistan Airways,TAS,TLV,2018,2,12,12,12,2669
ISR,UZB,Uzbekistan Airways,TAS,TLV,2018,3,13,13,13,3034
ISR,UZB,Uzbekistan Airways,TAS,TLV,2018,4,13,13,13,3262
ISR,UZB,Uzbekistan Airways,TAS,TLV,2018,5,13,13,13,3228
ITA,UZB,Uzbekistan Airways,TAS,FCO,2016,6,6,6,6,1100
ITA,UZB,Uzbekistan Airways,TAS,FCO,2016,7,8,8,8,1520
ITA,UZB,Uzbekistan Airways,TAS,FCO,2016,8,9,9,9,1943
ITA,UZB,Uzbekistan Airways,TAS,FCO,2016,9,9,9,9,1766
ITA,UZB,Uzbekistan Airways,TAS,FCO,2016,10,8,8,8,1400
ITA,UZB,Uzbekistan Airways,TAS,FCO,2016,11,4,4,4,891
ITA,UZB,Uzbekistan Airways,TAS,FCO,2016,12,4,4,4,948
ITA,UZB,Uzbekistan Airways,TAS,FCO,2017,1,4,4,4,931
ITA,UZB,Uzbekistan Airways,TAS,FCO,2017,2,4,4,4,988
ITA,UZB,Uzbekistan Airways,TAS,FCO,2017,3,5,5,5,1172
ITA,UZB,Uzbekistan Airways,TAS,FCO,2017,4,4,4,4,748
ITA,UZB,Uzbekistan Airways,TAS,FCO,2017,5,5,5,5,1007
ITA,UZB,Uzbekistan Airways,TAS,FCO,2017,6,4,4,4,817
ITA,UZB,Uzbekistan Airways,TAS,FCO,2017,7,4,4,4,748
ITA,UZB,Uzbekistan Airways,TAS,FCO,2017,8,5,5,5,1063
ITA,UZB,Uzbekistan Airways,TAS,FCO,2017,9,4,4,4,828
ITA,UZB,Uzbekistan Airways,TAS,FCO,2017,10,5,5,5,1046
ITA,UZB,Uzbekistan Airways,TAS,FCO,2017,11,4,4,4,754
ITA,UZB,Uzbekistan Airways,TAS,FCO,2017,12,4,4,4,748
ITA,UZB,Uzbekistan Airways,TAS,FCO,2018,1,5,5,5,926
ITA,UZB,Uzbekistan Airways,TAS,FCO,2018,2,4,4,4,742
ITA,UZB,Uzbekistan Airways,TAS,FCO,2018,3,3,3,3,644
ITA,UZB,Uzbekistan Airways,TAS,FCO,2018,4,8,8,8,1520
ITA,UZB,Uzbekistan Airways,TAS,FCO,2018,5,10,10,10,1968
ITA,UZB,Uzbekistan Airways,TAS,MXP,2016,6,3,3,3,718
ITA,UZB,Uzbekistan Airways,TAS,MXP,2016,8,4,4,4,885
ITA,UZB,Uzbekistan Airways,TAS,MXP,2016,9,5,5,5,1223
ITA,UZB,Uzbekistan Airways,TAS,MXP,2016,10,4,4,4,736
ITA,UZB,Uzbekistan Airways,TAS,MXP,2016,11,5,5,5,818
ITA,UZB,Uzbekistan Airways,TAS,MXP,2016,12,4,4,4,811
ITA,UZB,Uzbekistan Airways,TAS,MXP,2017,1,3,3,3,621
ITA,UZB,Uzbekistan Airways,TAS,MXP,2017,2,4,4,4,736
ITA,UZB,Uzbekistan Airways,TAS,MXP,2017,3,4,4,4,868
ITA,UZB,Uzbekistan Airways,TAS,MXP,2017,4,4,4,4,965
ITA,UZB,Uzbekistan Airways,TAS,MXP,2017,5,4,4,4,1005
ITA,UZB,Uzbekistan Airways,TAS,MXP,2017,6,2,2,2,437
ITA,UZB,Uzbekistan Airways,TAS,MXP,2017,7,4,4,4,816
ITA,UZB,Uzbekistan Airways,TAS,MXP,2017,8,4,4,4,908
ITA,UZB,Uzbekistan Airways,TAS,MXP,2017,9,5,5,5,1001
ITA,UZB,Uzbekistan Airways,TAS,MXP,2017,10,4,4,4,1005
ITA,UZB,Uzbekistan Airways,TAS,MXP,2017,11,4,4,4,600
ITA,UZB,Uzbekistan Airways,TAS,MXP,2017,12,4,4,4,754
ITA,UZB,Uzbekistan Airways,TAS,MXP,2018,1,4,4,4,874
ITA,UZB,Uzbekistan Airways,TAS,MXP,2018,2,4,4,4,760
ITA,UZB,Uzbekistan Airways,TAS,MXP,2018,3,5,5,5,950
ITA,UZB,Uzbekistan Airways,TAS,MXP,2018,4,4,4,4,948
ITA,UZB,Uzbekistan Airways,TAS,MXP,2018,5,4,4,4,1005
JPN,UZB,Uzbekistan Airways,TAS,NRT,2016,6,5,5,5,1303
JPN,UZB,Uzbekistan Airways,TAS,NRT,2016,7,3,3,3,741
JPN,UZB,Uzbekistan Airways,TAS,NRT,2016,8,5,5,5,1252
JPN,UZB,Uzbekistan Airways,TAS,NRT,2016,9,7,7,7,1700
JPN,UZB,Uzbekistan Airways,TAS,NRT,2016,10,7,7,7,1729
JPN,UZB,Uzbekistan Airways,TAS,NRT,2017,3,2,2,2,431
JPN,UZB,Uzbekistan Airways,TAS,NRT,2017,4,8,8,8,1976
JPN,UZB,Uzbekistan Airways,TAS,NRT,2017,5,9,9,9,1971
JPN,UZB,Uzbekistan Airways,TAS,NRT,2017,6,5,5,5,1235
JPN,UZB,Uzbekistan Airways,TAS,NRT,2017,7,4,4,4,862
JPN,UZB,Uzbekistan Airways,TAS,NRT,2017,8,9,9,9,2223
JPN,UZB,Uzbekistan Airways,TAS,NRT,2017,9,8,8,8,1850
JPN,UZB,Uzbekistan Airways,TAS,NRT,2017,10,8,8,8,1976
JPN,UZB,Uzbekistan Airways,TAS,NRT,2018,3,3,3,3,741
JPN,UZB,Uzbekistan Airways,TAS,NRT,2018,4,9,9,9,2240
JPN,UZB,Uzbekistan Airways,TAS,NRT,2018,5,9,9,9,2223
KAZ,KGZ,Air Astana,FRU,ALA,2016,6,28,28,28,2985
KAZ,KGZ,Air Astana,FRU,ALA,2016,7,25,25,25,2694
KAZ,KGZ,Air Astana,FRU,ALA,2016,8,28,28,28,3087
KAZ,KGZ,Air Astana,FRU,ALA,2016,9,26,26,26,3331
KAZ,KGZ,Air Astana,FRU,ALA,2016,10,15,15,15,1797
KAZ,KGZ,Air Astana,FRU,ALA,2016,11,28,28,28,4191
KAZ,KGZ,Air Astana,FRU,ALA,2016,12,24,24,24,3454
KAZ,KGZ,Air Astana,FRU,ALA,2017,1,29,29,29,4015
KAZ,KGZ,Air Astana,FRU,ALA,2017,2,26,26,26,3199
KAZ,KGZ,Air Astana,FRU,ALA,2017,3,24,24,24,2717
KAZ,KGZ,Air Astana,FRU,ALA,2017,4,22,22,22,2554
KAZ,KGZ,Air Astana,FRU,ALA,2017,5,25,25,25,2705
KAZ,KGZ,Air Astana,FRU,ALA,2017,6,30,30,30,4376
KAZ,KGZ,Air Astana,FRU,ALA,2017,7,30,30,30,4375
KAZ,KGZ,Air Astana,FRU,ALA,2017,8,28,28,28,4045
KAZ,KGZ,Air Astana,FRU,ALA,2017,9,29,29,29,4243
KAZ,KGZ,Air Astana,FRU,ALA,2017,10,26,26,26,3880
KAZ,KGZ,Air Astana,FRU,ALA,2017,11,22,22,22,3260
KAZ,KGZ,Air Astana,FRU,ALA,2017,12,28,28,28,3777
KAZ,KGZ,Air Astana,FRU,ALA,2018,1,29,29,29,3816
KAZ,KGZ,Air Astana,FRU,ALA,2018,2,19,19,19,2713
KAZ,KGZ,Air Astana,FRU,ALA,2018,3,18,18,18,2607
KAZ,KGZ,Air Astana,FRU,ALA,2018,4,27,27,27,3841
KAZ,KGZ,Air Astana,FRU,ALA,2018,5,28,28,28,3741
KAZ,KGZ,Air Astana,FRU,TSE,2016,6,14,14,14,1358
KAZ,KGZ,Air Astana,FRU,TSE,2016,7,13,13,13,1312
KAZ,KGZ,Air Astana,FRU,TSE,2016,8,13,13,13,1261
KAZ,KGZ,Air Astana,FRU,TSE,2016,9,13,13,13,1261
KAZ,KGZ,Air Astana,FRU,TSE,2016,10,10,10,10,970
KAZ,KGZ,Air Astana,FRU,TSE,2016,11,11,11,11,1067
KAZ,KGZ,Air Astana,FRU,TSE,2016,12,12,12,12,1233
KAZ,KGZ,Air Astana,FRU,TSE,2017,1,12,12,12,1215
KAZ,KGZ,Air Astana,FRU,TSE,2017,2,12,12,12,1164
KAZ,KGZ,Air Astana,FRU,TSE,2017,3,12,12,12,1164
KAZ,KGZ,Air Astana,FRU,TSE,2017,4,10,10,10,1039
KAZ,KGZ,Air Astana,FRU,TSE,2017,5,13,13,13,1261
KAZ,KGZ,Air Astana,FRU,TSE,2017,6,13,13,13,1312
KAZ,KGZ,Air Astana,FRU,TSE,2017,7,12,12,12,1164
KAZ,KGZ,Air Astana,FRU,TSE,2017,8,11,11,11,1067
KAZ,KGZ,Air Astana,FRU,TSE,2017,9,13,13,13,1312
KAZ,KGZ,Air Astana,FRU,TSE,2017,10,7,7,7,679
KAZ,KGZ,Air Astana,FRU,TSE,2017,11,6,6,6,582
KAZ,KGZ,Air Astana,FRU,TSE,2017,12,17,17,17,1700
KAZ,KGZ,Air Astana,FRU,TSE,2018,1,17,17,17,1820
KAZ,KGZ,Air Astana,FRU,TSE,2018,2,14,14,14,1409
KAZ,KGZ,Air Astana,FRU,TSE,2018,3,14,14,14,1358
KAZ,KGZ,Air Astana,FRU,TSE,2018,4,12,12,12,1164
KAZ,KGZ,Air Astana,FRU,TSE,2018,5,13,13,13,1261
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2016,6,3,3,3,252
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2016,7,3,3,3,252
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2016,8,5,5,5,420
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2016,9,1,1,1,84
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2016,10,3,3,3,252
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2016,11,7,7,7,588
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2016,12,2,2,2,168
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2017,1,7,7,7,588
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2017,2,7,7,7,588
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2017,3,9,9,9,756
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2017,4,6,6,6,504
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2017,5,7,7,7,588
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2017,6,8,8,8,672
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2017,7,4,4,4,336
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2017,8,4,4,4,336
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2017,9,2,2,2,168
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2017,10,2,2,2,168
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2017,11,4,4,4,384
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2017,12,3,3,3,288
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2018,1,5,5,5,480
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2018,2,3,3,3,288
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2018,3,4,4,4,384
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2018,4,4,4,4,384
KAZ,KGZ,Avia Traffic Company,FRU,ALA,2018,5,5,5,5,480
KAZ,TJK,Air Astana,DYU,ALA,2016,6,17,17,17,1882
KAZ,TJK,Air Astana,DYU,ALA,2016,7,18,18,18,2170
KAZ,TJK,Air Astana,DYU,ALA,2016,8,17,17,17,1831
KAZ,TJK,Air Astana,DYU,ALA,2016,9,17,17,17,2088
KAZ,TJK,Air Astana,DYU,ALA,2016,10,17,17,17,2380
KAZ,TJK,Air Astana,DYU,ALA,2016,11,18,18,18,2355
KAZ,TJK,Air Astana,DYU,ALA,2016,12,17,17,17,2329
KAZ,TJK,Air Astana,DYU,ALA,2017,1,16,16,16,1958
KAZ,TJK,Air Astana,DYU,ALA,2017,2,16,16,16,1990
KAZ,TJK,Air Astana,DYU,ALA,2017,3,17,17,17,2005
KAZ,TJK,Air Astana,DYU,ALA,2017,4,16,16,16,1603
KAZ,TJK,Air Astana,DYU,ALA,2017,5,18,18,18,1797
KAZ,TJK,Air Astana,DYU,ALA,2017,6,16,16,16,1763
KAZ,TJK,Air Astana,DYU,ALA,2017,7,17,17,17,1904
KAZ,TJK,Air Astana,DYU,ALA,2017,8,18,18,18,1950
KAZ,TJK,Air Astana,DYU,ALA,2017,9,16,16,16,1770
KAZ,TJK,Air Astana,DYU,ALA,2017,10,12,12,12,1377
KAZ,TJK,Air Astana,DYU,ALA,2017,11,16,16,16,2207
KAZ,TJK,Air Astana,DYU,ALA,2017,12,17,17,17,1889
KAZ,TJK,Air Astana,DYU,ALA,2018,1,18,18,18,2236
KAZ,TJK,Air Astana,DYU,ALA,2018,2,16,16,16,2042
KAZ,TJK,Air Astana,DYU,ALA,2018,3,17,17,17,2210
KAZ,TJK,Air Astana,DYU,ALA,2018,4,17,17,17,2312
KAZ,TJK,Air Astana,DYU,ALA,2018,5,18,18,18,2001
KAZ,TJK,SCAT,LBD,DMB,2016,7,4,4,4,576
KAZ,TJK,SCAT,LBD,DMB,2016,8,6,6,6,864
KAZ,TJK,SCAT,LBD,DMB,2016,9,8,8,8,1152
KAZ,TJK,SCAT,LBD,DMB,2016,10,6,6,6,864
KAZ,TJK,SCAT,LBD,DMB,2016,11,1,1,1,144
KAZ,TJK,Somon Air,DYU,ALA,2016,6,12,12,12,2133
KAZ,TJK,Somon Air,DYU,ALA,2016,7,13,13,13,2322
KAZ,TJK,Somon Air,DYU,ALA,2016,8,14,14,14,2356
KAZ,TJK,Somon Air,DYU,ALA,2016,9,12,12,12,1868
KAZ,TJK,Somon Air,DYU,ALA,2016,10,14,14,14,2161
KAZ,TJK,Somon Air,DYU,ALA,2016,11,13,13,13,2197
KAZ,TJK,Somon Air,DYU,ALA,2016,12,13,13,13,2297
KAZ,TJK,Somon Air,DYU,ALA,2017,1,13,13,13,2012
KAZ,TJK,Somon Air,DYU,ALA,2017,2,12,12,12,1863
KAZ,TJK,Somon Air,DYU,ALA,2017,3,13,13,13,2232
KAZ,TJK,Somon Air,DYU,ALA,2017,4,12,12,12,1898
KAZ,TJK,Somon Air,DYU,ALA,2017,5,14,14,14,2301
KAZ,TJK,Somon Air,DYU,ALA,2017,6,11,11,11,1869
KAZ,TJK,Somon Air,DYU,ALA,2017,7,14,14,14,2356
KAZ,TJK,Somon Air,DYU,ALA,2017,8,13,13,13,2242
KAZ,TJK,Somon Air,DYU,ALA,2017,9,13,13,13,2082
KAZ,TJK,Somon Air,DYU,ALA,2017,10,13,13,13,2272
KAZ,TJK,Somon Air,DYU,ALA,2017,11,12,12,12,1868
KAZ,TJK,Somon Air,DYU,ALA,2017,12,13,13,13,1937
KAZ,TJK,Somon Air,DYU,ALA,2018,1,13,13,13,1972
KAZ,TJK,Somon Air,DYU,ALA,2018,2,12,12,12,2053
KAZ,TJK,Somon Air,DYU,ALA,2018,3,12,12,12,1863
KAZ,TJK,Somon Air,DYU,ALA,2018,4,13,13,13,2407
KAZ,TJK,Somon Air,DYU,ALA,2018,5,13,13,13,1937
KAZ,TJK,Tajik Air,DYU,ALA,2016,6,5,5,5,937
KAZ,TJK,Tajik Air,DYU,ALA,2016,7,4,4,4,788
KAZ,TJK,Tajik Air,DYU,ALA,2016,8,4,4,4,644
KAZ,TJK,Tajik Air,DYU,ALA,2016,9,5,5,5,964
KAZ,TJK,Tajik Air,DYU,ALA,2016,10,4,4,4,788
KAZ,TJK,Tajik Air,DYU,ALA,2016,11,4,4,4,644
KAZ,TJK,Tajik Air,DYU,ALA,2016,12,4,4,4,596
KAZ,TJK,Tajik Air,DYU,ALA,2017,1,4,4,4,746
KAZ,TJK,Tajik Air,DYU,ALA,2017,2,2,2,2,448
KAZ,TJK,Tajik Air,DYU,ALA,2017,3,2,2,2,448
KAZ,TJK,Tajik Air,DYU,ALA,2017,6,2,2,2,298
KAZ,TJK,Tajik Air,DYU,ALA,2017,7,3,3,3,447
KAZ,TJK,Tajik Air,DYU,ALA,2017,8,3,3,3,447
KAZ,TJK,Tajik Air,DYU,ALA,2017,9,2,2,2,298
KAZ,TJK,Tajik Air,DYU,ALA,2017,12,3,3,3,522
KAZ,TJK,Tajik Air,DYU,ALA,2018,1,3,3,3,447
KAZ,TJK,Tajik Air,DYU,ALA,2018,2,2,2,2,298
KAZ,TJK,Tajik Air,DYU,ALA,2018,3,4,4,4,596
KAZ,TJK,Tajik Air,DYU,ALA,2018,4,2,2,2,298
KAZ,TJK,Tajik Air,DYU,ALA,2018,5,1,1,1,149
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2016,6,8,8,8,1258
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2016,7,10,10,10,1600
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2016,8,8,8,8,1280
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2016,9,9,9,9,1440
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2016,10,9,9,9,1440
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2016,11,8,8,8,1280
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2016,12,10,10,10,1600
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2017,1,11,11,11,1760
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2017,2,10,10,10,1600
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2017,3,10,10,10,1600
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2017,4,10,10,10,1600
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2017,5,8,8,8,1280
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2017,6,9,9,9,1440
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2017,7,9,9,9,1418
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2017,8,8,8,8,1246
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2017,9,9,9,9,1440
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2017,10,9,9,9,1406
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2017,11,8,8,8,1280
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2017,12,8,8,8,1280
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2018,1,8,8,8,1280
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2018,2,7,7,7,1120
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2018,3,9,9,9,1440
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2018,4,9,9,9,1440
KAZ,TKM,Turkmenistan Airlines,ASB,ALA,2018,5,8,8,8,1280
KAZ,UZB,Air Astana,TAS,ALA,2016,6,26,26,26,2912
KAZ,UZB,Air Astana,TAS,ALA,2016,7,26,26,26,2633
KAZ,UZB,Air Astana,TAS,ALA,2016,8,27,27,27,3114
KAZ,UZB,Air Astana,TAS,ALA,2016,9,26,26,26,2717
KAZ,UZB,Air Astana,TAS,ALA,2016,10,25,25,25,2476
KAZ,UZB,Air Astana,TAS,ALA,2016,11,24,24,24,3325
KAZ,UZB,Air Astana,TAS,ALA,2016,12,25,25,25,2876
KAZ,UZB,Air Astana,TAS,ALA,2017,1,26,26,26,3157
KAZ,UZB,Air Astana,TAS,ALA,2017,2,24,24,24,2564
KAZ,UZB,Air Astana,TAS,ALA,2017,3,27,27,27,2677
KAZ,UZB,Air Astana,TAS,ALA,2017,4,25,25,25,2862
KAZ,UZB,Air Astana,TAS,ALA,2017,5,27,27,27,2934
KAZ,UZB,Air Astana,TAS,ALA,2017,6,26,26,26,2997
KAZ,UZB,Air Astana,TAS,ALA,2017,7,26,26,26,2726
KAZ,UZB,Air Astana,TAS,ALA,2017,8,26,26,26,2573
KAZ,UZB,Air Astana,TAS,ALA,2017,9,22,22,22,2507
KAZ,UZB,Air Astana,TAS,ALA,2017,10,24,24,24,3014
KAZ,UZB,Air Astana,TAS,ALA,2017,11,25,25,25,3512
KAZ,UZB,Air Astana,TAS,ALA,2017,12,30,30,30,4283
KAZ,UZB,Air Astana,TAS,ALA,2018,1,61,61,61,8318
KAZ,UZB,Air Astana,TAS,ALA,2018,2,28,28,28,4635
KAZ,UZB,Air Astana,TAS,ALA,2018,4,30,30,30,3884
KAZ,UZB,Air Astana,TAS,ALA,2018,5,31,31,31,3752
KAZ,UZB,Air Astana,TAS,TSE,2016,10,1,1,1,148
KAZ,UZB,Air Astana,TAS,TSE,2016,11,2,2,2,296
KAZ,UZB,Air Astana,TAS,TSE,2016,12,7,7,7,781
KAZ,UZB,Air Astana,TAS,TSE,2017,1,7,7,7,679
KAZ,UZB,Air Astana,TAS,TSE,2017,2,6,6,6,753
KAZ,UZB,Air Astana,TAS,TSE,2017,3,1,1,1,97
KAZ,UZB,Air Astana,TAS,TSE,2017,4,1,1,1,97
KAZ,UZB,Air Astana,TAS,TSE,2017,6,1,1,1,97
KAZ,UZB,Air Astana,TAS,TSE,2017,7,1,1,1,166
KAZ,UZB,Air Astana,TAS,TSE,2017,9,7,7,7,1036
KAZ,UZB,Air Astana,TAS,TSE,2017,10,1,1,1,97
KAZ,UZB,Air Astana,TAS,TSE,2017,11,1,1,1,148
KAZ,UZB,Air Astana,TAS,TSE,2017,12,5,5,5,740
KAZ,UZB,Air Astana,TAS,TSE,2018,1,12,12,12,1743
KAZ,UZB,Air Astana,TAS,TSE,2018,2,3,3,3,411
KAZ,UZB,Air Astana,TAS,TSE,2018,3,2,2,2,314
KAZ,UZB,Air Astana,TAS,TSE,2018,4,2,2,2,194
KAZ,UZB,Air Astana,TAS,TSE,2018,5,17,17,17,1649
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2016,6,26,26,26,3900
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2016,7,27,27,27,4050
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2016,8,26,26,26,3900
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2016,9,26,26,26,3996
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2016,10,26,26,26,3900
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2016,11,26,26,26,3900
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2016,12,26,26,26,3900
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2017,1,25,25,25,3750
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2017,2,24,24,24,3600
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2017,3,27,27,27,4147
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2017,4,26,26,26,3900
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2017,5,25,25,25,3750
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2017,6,26,26,26,3900
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2017,7,26,26,26,3900
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2017,8,27,27,27,4090
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2017,9,26,26,26,4076
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2017,10,26,26,26,4077
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2017,11,26,26,26,4241
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2017,12,30,30,30,4534
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2018,1,30,30,30,4534
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2018,2,28,28,28,4280
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2018,3,31,31,31,4826
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2018,4,31,31,31,5129
KAZ,UZB,Uzbekistan Airways,TAS,ALA,2018,5,31,31,31,4650
KAZ,UZB,Uzbekistan Airways,TAS,TSE,2016,6,9,9,9,1350
KAZ,UZB,Uzbekistan Airways,TAS,TSE,2016,7,8,8,8,1200
KAZ,UZB,Uzbekistan Airways,TAS,TSE,2016,8,8,8,8,1200
KAZ,UZB,Uzbekistan Airways,TAS,TSE,2016,9,9,9,9,1350
