Date,High,Low,Open,Close,Volume,Adj Close
2014-03-25,35958.30078125,35397.1015625,35828.80078125,35656.1015625,325504,35656.1015625
2014-03-26,40879.3984375,35656.1015625,35656.1015625,39713.80078125,3752470,39713.80078125
2014-03-27,39972.80078125,37771.30078125,39713.80078125,38462.0,1706024,38462.0
2014-03-28,39066.30078125,37771.30078125,38332.5,37900.80078125,736238,37900.80078125
2014-03-31,38289.30078125,37426.0,37900.80078125,37987.19921875,483560,37987.19921875
2014-04-01,38936.80078125,37857.69921875,37987.19921875,38332.5,861327,38332.5
2014-04-02,40145.5,38677.80078125,38807.30078125,39670.69921875,1373941,39670.69921875
2014-04-03,45584.6015625,39713.80078125,39713.80078125,42174.3984375,6918093,42174.3984375
2014-04-04,43944.19921875,41785.8984375,43253.6015625,42303.8984375,2351800,42303.8984375
2014-04-07,45239.19921875,41656.3984375,41785.8984375,44030.6015625,2833547,44030.6015625
2014-04-08,44548.6015625,42735.5,43598.8984375,42735.5,1219579,42735.5
2014-04-09,43857.8984375,42519.69921875,43339.8984375,42821.8984375,858348,42821.8984375
2014-04-10,44203.19921875,42735.5,43685.19921875,42865.0,967059,42865.0
2014-04-11,43426.19921875,42044.8984375,42562.8984375,43167.19921875,875500,43167.19921875
2014-04-14,44980.19921875,43685.19921875,43685.19921875,44462.19921875,1616097,44462.19921875
2014-04-15,44980.19921875,43771.6015625,44721.19921875,43771.6015625,729588,43771.6015625
2014-04-16,43771.6015625,42476.5,43685.19921875,42951.3984375,827468,42951.3984375
2014-04-17,43339.8984375,42649.19921875,42821.8984375,42778.69921875,411355,42778.69921875
2014-04-18,44634.8984375,42821.8984375,42994.6015625,44375.8984375,1477992,44375.8984375
2014-04-21,44634.8984375,43124.1015625,44289.6015625,43167.19921875,792879,43167.19921875
2014-04-22,42994.6015625,41354.19921875,42735.5,41872.19921875,1558967,41872.19921875
2014-04-23,42649.19921875,41095.19921875,41872.19921875,41095.19921875,897071,41095.19921875
2014-04-24,41958.5,40663.5,41354.19921875,41483.69921875,732081,41483.69921875
2014-04-25,43426.19921875,41440.5,42476.5,41440.5,1346255,41440.5
2014-04-28,41742.69921875,40922.5,41095.19921875,41095.19921875,442068,41095.19921875
2014-04-29,41742.69921875,41052.0,41526.8984375,41267.8984375,438801,41267.8984375
2014-04-30,42390.19921875,40965.69921875,41181.5,41526.8984375,632377,41526.8984375
2014-05-02,41699.5,40490.8984375,41440.5,40749.8984375,530310,40749.8984375
2014-05-07,41095.19921875,40145.5,40922.5,40145.5,426853,40145.5
2014-05-08,40447.69921875,39368.5,40059.19921875,39757.0,425553,39757.0
2014-05-09,40922.5,39843.30078125,39843.30078125,40361.3984375,318102,40361.3984375
2014-05-12,41613.19921875,40577.19921875,40577.19921875,41483.69921875,546526,41483.69921875
2014-05-13,42217.5,41397.3984375,41656.3984375,41397.3984375,485429,41397.3984375
2014-05-14,42088.0,40879.3984375,41354.19921875,42088.0,498419,42088.0
2014-05-15,44462.19921875,42347.0,42951.3984375,44030.6015625,1867856,44030.6015625
2014-05-16,45066.6015625,43253.6015625,44807.6015625,43685.19921875,1717451,43685.19921875
2014-05-19,43685.19921875,42476.5,43685.19921875,42735.5,923542,42735.5
2014-05-20,43426.19921875,42174.3984375,42865.0,42174.3984375,670447,42174.3984375
2014-05-21,42821.8984375,41958.5,42088.0,42606.0,491519,42606.0
2014-05-22,42951.3984375,41829.0,42778.69921875,41872.19921875,446515,41872.19921875
2014-05-23,43167.19921875,41742.69921875,41872.19921875,42303.8984375,618774,42303.8984375
2014-05-26,43857.8984375,42001.69921875,42606.0,42044.8984375,1137585,42044.8984375
2014-05-27,42044.8984375,41138.3984375,42044.8984375,41224.69921875,1432178,41224.69921875
2014-05-28,41785.8984375,40922.5,41785.8984375,41138.3984375,482570,41138.3984375
2014-05-29,41483.69921875,40879.3984375,41224.69921875,41181.5,353743,41181.5
2014-05-30,42174.3984375,40447.69921875,41095.19921875,42001.69921875,719117,42001.69921875
2014-06-02,42735.5,40577.19921875,41483.69921875,40620.3984375,1315956,40620.3984375
2014-06-03,40749.8984375,39627.5,40404.5,40016.0,579582,40016.0
2014-06-05,40361.3984375,39282.19921875,39972.80078125,39454.80078125,407271,39454.80078125
2014-06-09,40059.19921875,39368.5,39541.19921875,39411.69921875,319945,39411.69921875
2014-06-10,41008.8984375,39282.19921875,39282.19921875,41008.8984375,423281,41008.8984375
2014-06-11,40879.3984375,40145.5,40749.8984375,40231.80078125,352468,40231.80078125
2014-06-12,41095.19921875,39843.30078125,40361.3984375,40965.69921875,378414,40965.69921875
2014-06-13,41354.19921875,40534.0,40706.69921875,41095.19921875,417530,41095.19921875
2014-06-16,41224.69921875,40706.69921875,41138.3984375,40706.69921875,252699,40706.69921875
2014-06-17,41095.19921875,40404.5,40706.69921875,40879.3984375,287907,40879.3984375
2014-06-18,41267.8984375,40706.69921875,40922.5,40749.8984375,298168,40749.8984375
2014-06-19,41008.8984375,39757.0,40620.3984375,39843.30078125,447878,39843.30078125
2014-06-20,40016.0,38721.0,39800.19921875,38721.0,665784,38721.0
2014-06-23,38936.80078125,37685.0,38677.80078125,37987.19921875,541191,37987.19921875
2014-06-24,39066.30078125,37296.5,37987.19921875,38850.5,615884,38850.5
2014-06-25,39584.30078125,38418.80078125,38893.69921875,38721.0,481985,38721.0
2014-06-26,39195.80078125,38677.80078125,38677.80078125,38807.30078125,204713,38807.30078125
2014-06-27,39713.80078125,38893.69921875,38893.69921875,39282.19921875,283610,39282.19921875
2014-06-30,40836.19921875,39368.5,39843.30078125,40188.69921875,613182,40188.69921875
2014-07-01,40577.19921875,39843.30078125,40188.69921875,40361.3984375,367973,40361.3984375
2014-07-02,40922.5,40102.30078125,40706.69921875,40577.19921875,555477,40577.19921875
2014-07-03,39195.80078125,37382.80078125,37987.19921875,38936.80078125,2085893,38936.80078125
2014-07-04,40188.69921875,38418.80078125,39066.30078125,40188.69921875,1267561,40188.69921875
2014-07-07,40404.5,39541.19921875,40275.0,39627.5,444812,39627.5
2014-07-08,39498.0,38936.80078125,39325.30078125,38936.80078125,449516,38936.80078125
2014-07-09,39843.30078125,38548.30078125,39325.30078125,38721.0,419466,38721.0
2014-07-10,38980.0,38462.0,38591.5,38721.0,372219,38721.0
2014-07-11,38677.80078125,37641.80078125,38591.5,37641.80078125,653103,37641.80078125
2014-07-14,38246.19921875,37426.0,37555.5,37641.80078125,402669,37641.80078125
2014-07-15,37900.80078125,37469.1015625,37857.69921875,37469.1015625,366091,37469.1015625
2014-07-16,38246.19921875,37253.30078125,37253.30078125,37728.1015625,428523,37728.1015625
2014-07-17,38030.30078125,37123.80078125,37987.19921875,37210.1015625,403537,37210.1015625
2014-07-18,37296.5,36433.1015625,36821.6015625,36562.6015625,570690,36562.6015625
2014-07-21,37080.6015625,35267.6015625,36519.5,36605.80078125,1414747,36605.80078125
2014-07-22,36951.1015625,36260.5,36390.0,36346.80078125,331912,36346.80078125
2014-07-23,38591.5,36519.5,36519.5,37037.5,1162681,37037.5
2014-07-24,37512.30078125,36692.1015625,37123.80078125,36692.1015625,328727,36692.1015625
2014-07-25,36908.0,36346.80078125,36778.5,36390.0,350304,36390.0
2014-07-28,36476.30078125,35742.5,36390.0,35742.5,541023,35742.5
2014-07-29,36217.30078125,35354.0,35742.5,35742.5,551962,35742.5
2014-07-30,35915.1015625,35354.0,35656.1015625,35526.6015625,429742,35526.6015625
2014-07-31,35785.6015625,34274.80078125,35526.6015625,34404.30078125,946907,34404.30078125
2014-08-01,35051.80078125,33584.1015625,33713.6015625,34533.80078125,513659,34533.80078125
2014-08-04,35872.0,34231.6015625,34274.80078125,34965.3984375,853067,34965.3984375
2014-08-05,39713.80078125,34879.1015625,35008.6015625,37944.0,3619026,37944.0
2014-08-06,38073.5,35828.80078125,37900.80078125,35828.80078125,1519892,35828.80078125
2014-08-07,36735.30078125,34792.80078125,35958.30078125,34879.1015625,1056844,34879.1015625
2014-08-08,35310.80078125,34188.3984375,34533.80078125,34274.80078125,994670,34274.80078125
2014-08-11,36864.80078125,34317.8984375,34317.8984375,35094.8984375,1403922,35094.8984375
2014-08-12,35613.0,34490.6015625,35483.5,34533.80078125,607836,34533.80078125
2014-08-13,35354.0,34447.3984375,34447.3984375,35354.0,576585,35354.0
2014-08-14,35872.0,35224.3984375,35483.5,35785.6015625,485449,35785.6015625
2014-08-18,36821.6015625,35224.3984375,36131.0,36087.80078125,990423,36087.80078125
2014-08-19,36519.5,35526.6015625,36390.0,35526.6015625,521455,35526.6015625
2014-08-20,35699.30078125,34835.8984375,35526.6015625,34965.3984375,459827,34965.3984375
2014-08-21,35354.0,34663.30078125,35051.80078125,34663.30078125,394362,34663.30078125
2014-08-22,34922.30078125,34490.6015625,34663.30078125,34706.3984375,384646,34706.3984375
2014-08-25,35526.6015625,34620.1015625,34620.1015625,34835.8984375,350279,34835.8984375
2014-08-26,35354.0,34879.1015625,35181.30078125,35310.80078125,341852,35310.80078125
2014-08-27,36476.30078125,35440.30078125,35526.6015625,36044.6015625,771899,36044.6015625
2014-08-28,36174.1015625,35699.30078125,36131.0,35785.6015625,371343,35785.6015625
2014-08-29,36044.6015625,35613.0,35872.0,35958.30078125,419003,35958.30078125
2014-09-01,36217.30078125,35483.5,36174.1015625,35483.5,328266,35483.5
2014-09-02,35915.1015625,35267.6015625,35526.6015625,35440.30078125,241965,35440.30078125
2014-09-03,35742.5,35310.80078125,35699.30078125,35354.0,299998,35354.0
2014-09-04,37210.1015625,35051.80078125,35224.3984375,36908.0,1231930,36908.0
2014-09-05,37641.80078125,36476.30078125,37512.30078125,36908.0,807797,36908.0
2014-09-11,37641.80078125,36778.5,36908.0,37426.0,553846,37426.0
2014-09-12,39498.0,37728.1015625,37771.30078125,39195.80078125,1940227,39195.80078125
2014-09-15,39411.69921875,38159.80078125,39325.30078125,38159.80078125,705358,38159.80078125
2014-09-16,39152.69921875,38030.30078125,38375.69921875,38030.30078125,511349,38030.30078125
2014-09-17,38980.0,37555.5,38246.19921875,38721.0,590749,38721.0
2014-09-18,39325.30078125,38246.19921875,39066.30078125,38505.19921875,369459,38505.19921875
2014-09-19,38893.69921875,38332.5,38505.19921875,38462.0,354820,38462.0
2014-09-22,38159.80078125,37080.6015625,38159.80078125,37167.0,704903,37167.0
2014-09-23,39325.30078125,37080.6015625,37210.1015625,39325.30078125,1321738,39325.30078125
2014-09-24,40749.8984375,39109.5,39498.0,40447.69921875,1570947,40447.69921875
2014-09-25,41095.19921875,39886.5,40663.5,40188.69921875,815494,40188.69921875
2014-09-26,40965.69921875,39929.69921875,40577.19921875,40318.19921875,634285,40318.19921875
2014-09-29,41224.69921875,39843.30078125,40404.5,40059.19921875,822317,40059.19921875
2014-09-30,42260.69921875,40577.19921875,40663.5,42260.69921875,1211842,42260.69921875
2014-10-01,42606.0,41267.8984375,42390.19921875,41440.5,976454,41440.5
2014-10-02,41872.19921875,40749.8984375,41181.5,41311.0,493584,41311.0
2014-10-06,42260.69921875,40922.5,41829.0,41915.3984375,624510,41915.3984375
2014-10-07,41872.19921875,37555.5,41570.0,37728.1015625,2555861,37728.1015625
2014-10-08,38375.69921875,36951.1015625,37598.6015625,36951.1015625,903163,36951.1015625
2014-10-10,37900.80078125,36217.30078125,37037.5,36519.5,820044,36519.5
2014-10-13,36864.80078125,35094.8984375,36087.80078125,35656.1015625,735284,35656.1015625
2014-10-14,37426.0,35785.6015625,35828.80078125,37123.80078125,574632,37123.80078125
2014-10-15,37426.0,36131.0,37382.80078125,36303.6015625,401969,36303.6015625
2014-10-16,36605.80078125,35310.80078125,35915.1015625,36131.0,450378,36131.0
2014-10-17,36433.1015625,35354.0,36346.80078125,35742.5,458816,35742.5
2014-10-20,36778.5,35828.80078125,36174.1015625,36778.5,386200,36778.5
2014-10-21,37037.5,35872.0,36778.5,35872.0,348265,35872.0
2014-10-22,36476.30078125,35699.30078125,36346.80078125,36044.6015625,427340,36044.6015625
2014-10-23,36303.6015625,35915.1015625,36044.6015625,35915.1015625,314630,35915.1015625
2014-10-24,36260.5,35397.1015625,36260.5,35483.5,358043,35483.5
2014-10-27,35828.80078125,35138.1015625,35656.1015625,35310.80078125,375843,35310.80078125
2014-10-28,35526.6015625,35138.1015625,35181.30078125,35526.6015625,308174,35526.6015625
2014-10-29,36217.30078125,35440.30078125,35483.5,35958.30078125,435257,35958.30078125
2014-10-30,36131.0,35440.30078125,36087.80078125,35742.5,268898,35742.5
2014-10-31,36217.30078125,35699.30078125,35828.80078125,36217.30078125,307318,36217.30078125
2014-11-03,36390.0,35569.80078125,36174.1015625,35958.30078125,310971,35958.30078125
2014-11-04,37944.0,36044.6015625,36044.6015625,36303.6015625,813588,36303.6015625
2014-11-05,37685.0,36476.30078125,36519.5,37555.5,725399,37555.5
2014-11-06,37598.6015625,36692.1015625,37382.80078125,36778.5,390070,36778.5
2014-11-07,37555.5,36951.1015625,37123.80078125,37210.1015625,283671,37210.1015625
2014-11-10,37555.5,36908.0,37555.5,37123.80078125,335223,37123.80078125
2014-11-11,38203.0,37210.1015625,37641.80078125,37253.30078125,535513,37253.30078125
2014-11-12,37771.30078125,36390.0,37598.6015625,36908.0,699310,36908.0
2014-11-13,37296.5,36692.1015625,36908.0,36692.1015625,302710,36692.1015625
2014-11-14,37167.0,35915.1015625,36605.80078125,35915.1015625,445817,35915.1015625
2014-11-17,36174.1015625,34749.6015625,35915.1015625,34749.6015625,748399,34749.6015625
2014-11-18,35310.80078125,34361.1015625,34533.80078125,34490.6015625,904692,34490.6015625
2014-11-19,35699.30078125,34447.3984375,34620.1015625,35224.3984375,798126,35224.3984375
2014-11-20,35440.30078125,34533.80078125,35354.0,34706.3984375,412901,34706.3984375
2014-11-21,35008.6015625,34576.8984375,34792.80078125,34965.3984375,352023,34965.3984375
2014-11-24,35138.1015625,34447.3984375,35008.6015625,34749.6015625,511171,34749.6015625
2014-11-25,34965.3984375,34576.8984375,34620.1015625,34576.8984375,413353,34576.8984375
2014-11-26,34792.80078125,34231.6015625,34663.30078125,34231.6015625,607495,34231.6015625
2014-11-27,35915.1015625,33756.80078125,34188.3984375,34404.30078125,1289043,34404.30078125
2014-11-28,34922.30078125,34317.8984375,34533.80078125,34404.30078125,503545,34404.30078125
2014-12-01,34922.30078125,34447.3984375,34663.30078125,34879.1015625,508118,34879.1015625
2014-12-02,35138.1015625,34663.30078125,35138.1015625,34706.3984375,252574,34706.3984375
2014-12-03,34965.3984375,34620.1015625,34706.3984375,34620.1015625,233343,34620.1015625
2014-12-04,35699.30078125,34749.6015625,34835.8984375,35310.80078125,719966,35310.80078125
2014-12-05,35613.0,34965.3984375,35613.0,35094.8984375,322434,35094.8984375
2014-12-08,35094.8984375,34447.3984375,34922.30078125,34533.80078125,591603,34533.80078125
2014-12-09,34749.6015625,33799.8984375,34490.6015625,33799.8984375,570325,33799.8984375
2014-12-10,33929.3984375,32375.400390625,33670.3984375,32850.30078125,930434,32850.30078125
2014-12-11,33540.8984375,32548.099609375,32634.400390625,32548.099609375,396610,32548.099609375
2014-12-12,32979.80078125,32159.599609375,32763.900390625,32548.099609375,289415,32548.099609375
2014-12-15,33238.80078125,32202.69921875,32245.900390625,33238.80078125,296147,33238.80078125
2014-12-16,34620.1015625,32893.3984375,33195.6015625,34317.8984375,651959,34317.8984375
2014-12-17,34663.30078125,33411.3984375,34317.8984375,33411.3984375,293229,33411.3984375
2014-12-18,33756.80078125,32504.900390625,33411.3984375,32893.3984375,417265,32893.3984375
2014-12-19,33843.1015625,32893.3984375,33022.8984375,33281.8984375,370165,33281.8984375
2014-12-22,34361.1015625,33325.1015625,33325.1015625,34231.6015625,387472,34231.6015625
2014-12-23,35008.6015625,33756.80078125,34447.3984375,34102.1015625,356134,34102.1015625
2014-12-24,34663.30078125,34058.8984375,34447.3984375,34274.80078125,265460,34274.80078125
2014-12-26,34922.30078125,34058.8984375,34533.80078125,34058.8984375,572102,34058.8984375
2014-12-29,35353.8984375,34628.69921875,34991.30078125,35127.30078125,296412,35127.30078125
2014-12-30,35218.0,34719.3984375,35127.30078125,35218.0,147511,35218.0
2015-01-02,35807.19921875,35218.0,35399.30078125,35489.8984375,231304,35489.8984375
2015-01-05,35535.30078125,35036.69921875,35353.8984375,35308.6015625,186401,35308.6015625
2015-01-06,35082.0,34356.80078125,34900.69921875,34674.1015625,299168,34674.1015625
2015-01-07,34764.69921875,34356.80078125,34538.1015625,34356.80078125,187496,34356.80078125
2015-01-08,35172.6015625,34356.80078125,34583.3984375,34538.1015625,248391,34538.1015625
2015-01-09,35263.30078125,34538.1015625,35036.69921875,34810.0,298455,34810.0
2015-01-12,35263.30078125,34810.0,34946.0,34900.69921875,241663,34900.69921875
2015-01-13,37121.6015625,34900.69921875,35082.0,35988.5,1351906,35988.5
2015-01-14,36985.69921875,36215.1015625,36441.80078125,36487.1015625,622417,36487.1015625
2015-01-15,37438.8984375,36623.1015625,36849.69921875,37302.8984375,638149,37302.8984375
2015-01-16,37710.8984375,36623.1015625,37574.8984375,36668.3984375,392318,36668.3984375
2015-01-19,37937.5,36895.0,37529.6015625,36895.0,457746,36895.0
2015-01-20,37167.0,36169.80078125,36895.0,36668.3984375,377258,36668.3984375
2015-01-21,37031.0,35943.19921875,36804.3984375,36215.1015625,386918,36215.1015625
2015-01-22,36351.1015625,35489.8984375,36033.80078125,35580.6015625,320936,35580.6015625
2015-01-23,36623.1015625,35807.19921875,35988.5,36623.1015625,404121,36623.1015625
2015-01-26,37121.6015625,36124.5,36668.3984375,36260.5,337073,36260.5
2015-01-27,36577.69921875,35535.30078125,36351.1015625,35807.19921875,366167,35807.19921875
2015-01-28,35943.19921875,35444.6015625,35535.30078125,35897.8984375,247179,35897.8984375
2015-01-29,36759.0,35807.19921875,35852.5,36351.1015625,371156,36351.1015625
2015-01-30,38300.1015625,36305.80078125,36940.30078125,36895.0,1355258,36895.0
2015-02-02,37665.6015625,36577.69921875,37076.30078125,37620.19921875,437584,37620.19921875
2015-02-03,38980.0,37302.8984375,37665.6015625,38889.30078125,1134455,38889.30078125
2015-02-04,39433.30078125,38390.80078125,38889.30078125,38436.1015625,708481,38436.1015625
2015-02-05,38844.0,38073.5,38753.3984375,38436.1015625,431894,38436.1015625
2015-02-06,43784.5,41155.6015625,43512.6015625,42696.69921875,5369671,42696.69921875
2015-02-09,46504.0,42243.3984375,42651.3984375,44691.0,4477340,44691.0
2015-02-10,46866.6015625,43014.0,45325.6015625,44237.80078125,3076205,44237.80078125
2015-02-11,45869.5,44691.0,45098.8984375,44963.0,1843622,44963.0
2015-02-12,46050.80078125,43557.8984375,45280.30078125,45778.80078125,1955325,45778.80078125
2015-02-13,52577.69921875,46232.1015625,46232.1015625,52577.69921875,6938637,52577.69921875
2015-02-16,60464.30078125,53756.1015625,54753.30078125,60464.30078125,7545661,60464.30078125
2015-02-17,64724.8984375,57472.80078125,63002.6015625,58741.8984375,10517424,58741.8984375
2015-02-23,67444.5,59920.3984375,61008.19921875,66719.203125,8490394,66719.203125
2015-02-24,68622.8984375,63909.1015625,66084.703125,65268.80078125,6292368,65268.80078125
2015-02-25,66628.6015625,60645.6015625,66356.6015625,61461.5,5711017,61461.5
2015-02-26,61824.1015625,58016.69921875,60283.0,60555.0,7381037,60555.0
2015-02-27,62639.8984375,59376.5,61008.19921875,59376.5,3710322,59376.5
2015-03-02,59920.3984375,56385.0,58470.0,56475.69921875,3098250,56475.69921875
2015-03-03,61098.8984375,57472.80078125,58107.3984375,58560.6015625,4634051,58560.6015625
2015-03-04,62730.6015625,58016.69921875,58470.0,59648.5,4729607,59648.5
2015-03-05,61008.19921875,57654.1015625,60283.0,58379.30078125,2695438,58379.30078125
2015-03-06,63002.6015625,58016.69921875,58923.19921875,63002.6015625,4585943,63002.6015625
2015-03-09,65178.19921875,60736.30078125,64362.30078125,61280.19921875,3577123,61280.19921875
2015-03-10,61642.80078125,58741.8984375,60917.6015625,59104.6015625,2281526,59104.6015625
2015-03-11,61370.80078125,58741.8984375,60011.1015625,58832.6015625,2034985,58832.6015625
2015-03-12,60101.69921875,56928.8984375,58832.6015625,59648.5,2267040,59648.5
2015-03-13,62005.3984375,59739.1015625,60555.0,60464.30078125,2060328,60464.30078125
2015-03-16,62549.30078125,60555.0,61552.1015625,61824.1015625,1953374,61824.1015625
2015-03-17,63093.19921875,61189.5,62911.8984375,61461.5,1609235,61461.5
2015-03-18,62911.8984375,58016.69921875,61552.1015625,58741.8984375,2706071,58741.8984375
2015-03-19,61642.80078125,57382.19921875,59285.8984375,61642.80078125,2228021,61642.80078125
2015-03-20,63274.5,59467.19921875,61370.80078125,60736.30078125,2455104,60736.30078125
2015-03-23,61824.1015625,59829.80078125,61098.8984375,60192.3984375,1029663,60192.3984375
2015-03-24,61280.19921875,59557.80078125,60283.0,60011.1015625,834796,60011.1015625
2015-03-25,68985.5,60373.69921875,60736.30078125,68985.5,6456698,68985.5
2015-03-26,69257.5,62730.6015625,67988.3984375,63637.1015625,7218461,63637.1015625
2015-03-27,65359.5,62549.30078125,63274.5,63637.1015625,2859997,63637.1015625
2015-03-30,64815.6015625,62096.0,64634.30078125,62096.0,1657828,62096.0
2015-03-31,65268.80078125,62005.3984375,62639.8984375,63365.19921875,2429101,63365.19921875
2015-04-01,63909.1015625,62096.0,62911.8984375,62911.8984375,1203347,62911.8984375
2015-04-02,66266.0,62639.8984375,63365.19921875,64362.30078125,2722045,64362.30078125
2015-04-03,65087.5,63183.8984375,63727.80078125,65087.5,1238928,65087.5
2015-04-06,66084.703125,64090.3984375,64906.19921875,65087.5,1233934,65087.5
2015-04-07,71977.0,66447.296875,66628.6015625,68441.6015625,5763558,68441.6015625
2015-04-08,68894.8984375,65359.5,67081.8984375,67716.3984375,2747656,67716.3984375
2015-04-09,68441.6015625,66628.6015625,67897.703125,66628.6015625,1283229,66628.6015625
2015-04-10,73336.796875,68441.6015625,71977.0,68532.296875,3495949,68532.296875
2015-04-13,78775.8984375,69892.0,70707.8984375,78775.8984375,8386049,78775.8984375
2015-04-14,88294.203125,77778.703125,79773.0,83217.796875,10984181,83217.796875
2015-04-15,85302.703125,81314.1015625,83217.796875,83671.0,3464597,83671.0
2015-04-16,84758.796875,78413.203125,83671.0,79229.1015625,4455819,79229.1015625
2015-04-17,82945.796875,75784.3984375,81858.0,79319.796875,6782280,79319.796875
2015-04-20,79954.296875,76781.5,78775.8984375,76962.796875,2682705,76962.796875
2015-04-21,80498.203125,77053.5,77416.1015625,77688.0,2576193,77688.0
2015-04-22,80860.796875,73246.1015625,78141.296875,76962.796875,3900730,76962.796875
2015-04-23,77597.3984375,72974.203125,76872.203125,73246.1015625,2696500,73246.1015625
2015-04-24,75331.1015625,71342.5,73064.796875,73971.296875,2770410,73971.296875
2015-04-27,75875.0,73790.0,74062.0,74243.296875,1163876,74243.296875
2015-04-28,81223.3984375,72974.203125,74152.6015625,78413.203125,4567985,78413.203125
2015-04-29,79229.1015625,76237.6015625,78503.8984375,77325.3984375,1514701,77325.3984375
2015-04-30,79773.0,74877.8984375,76962.796875,77688.0,2173124,77688.0
2015-05-04,79229.1015625,76600.203125,76781.5,77144.1015625,860680,77144.1015625
2015-05-06,78503.8984375,76690.8984375,77144.1015625,76690.8984375,874792,76690.8984375
2015-05-07,76872.203125,73971.296875,76418.8984375,74968.5,1220040,74968.5
2015-05-08,77869.296875,75693.703125,77234.796875,75693.703125,1405750,75693.703125
2015-05-11,75875.0,74243.296875,75331.1015625,74333.8984375,1068130,74333.8984375
2015-05-12,75331.1015625,72974.203125,74152.6015625,72974.203125,910249,72974.203125
2015-05-13,76237.6015625,70164.0,72974.203125,74152.6015625,2595593,74152.6015625
2015-05-14,76781.5,72702.203125,73699.3984375,74152.6015625,1760412,74152.6015625
2015-05-15,77234.796875,75149.796875,75784.3984375,75421.796875,1794266,75421.796875
2015-05-18,76328.296875,73790.0,76147.0,73971.296875,1252420,73971.296875
2015-05-19,75512.3984375,72702.203125,74062.0,73336.796875,1492445,73336.796875
2015-05-20,74152.6015625,70526.6015625,73246.1015625,72430.296875,2303582,72430.296875
2015-05-21,75512.3984375,71523.796875,74243.296875,71523.796875,2527786,71523.796875
2015-05-22,72430.296875,69982.703125,71342.5,70254.6015625,1395670,70254.6015625
2015-05-26,69801.3984375,64453.0,69438.796875,64906.19921875,3054049,64906.19921875
2015-05-27,66447.296875,62458.6015625,65540.796875,63999.69921875,2558369,63999.69921875
2015-05-28,66809.8984375,63274.5,64271.69921875,64815.6015625,2172547,64815.6015625
2015-05-29,65722.1015625,62549.30078125,64815.6015625,62549.30078125,1585573,62549.30078125
2015-06-01,65268.80078125,62549.30078125,62911.8984375,64090.3984375,1449582,64090.3984375
2015-06-02,65540.796875,62639.8984375,65540.796875,63093.19921875,1076100,63093.19921875
2015-06-03,63365.19921875,59195.19921875,62639.8984375,59195.19921875,1814934,59195.19921875
2015-06-04,61642.80078125,59195.19921875,59285.8984375,61642.80078125,1206832,61642.80078125
2015-06-05,68351.0,61189.5,61461.5,65540.796875,3492957,65540.796875
2015-06-08,72249.0,67081.8984375,68079.0,72067.703125,3731970,72067.703125
2015-06-09,74152.6015625,70073.296875,72520.8984375,70617.203125,2118793,70617.203125
2015-06-10,70617.203125,67081.8984375,70435.8984375,68079.0,2000268,68079.0
2015-06-11,70707.8984375,67353.796875,69801.3984375,67353.796875,1617990,67353.796875
2015-06-12,68985.5,66447.296875,67353.796875,67353.796875,1166002,67353.796875
2015-06-15,69166.796875,66719.203125,66991.203125,68079.0,839152,68079.0
2015-06-16,68532.296875,65087.5,68169.703125,65994.0,998390,65994.0
2015-06-17,75331.1015625,65450.1015625,66084.703125,71705.1015625,3709368,71705.1015625
